PCA1_u,PCA2_u,PCA1_v,PCA2_v
-0.03228068621344021,-0.06008732687677926,-0.03228068621344021,-0.06008732687677926
-0.031080945018129632,-0.061452302361010694,-0.031080945018129632,-0.061452302361010694
-0.02774973199789258,0.023583170255772466,-0.02774973199789258,0.023583170255772466
-0.028895202611431893,0.021808710548167437,-0.028895202611431893,0.021808710548167437
-0.030199891296457036,0.020145913066334224,-0.030199891296457036,0.020145913066334224
-0.031163600703769972,0.018042610284982552,-0.031163600703769972,0.018042610284982552
-0.03256340039788446,0.01616233331972311,-0.03256340039788446,0.01616233331972311
-0.03361688067541621,0.013424112517224427,-0.03361688067541621,0.013424112517224427
-0.03491840858717519,0.010400097855193599,-0.03491840858717519,0.010400097855193599
-0.03595582798317228,0.006987385980209202,-0.03595582798317228,0.006987385980209202
-0.036844524195507385,0.002922957225784386,-0.036844524195507385,0.002922957225784386
-0.038077069528011445,-0.0010886383800554273,-0.038077069528011445,-0.0010886383800554273
-0.03881999934080384,-0.005611173682736423,-0.03881999934080384,-0.005611173682736423
-0.039585500392584426,-0.010302467218866629,-0.039585500392584426,-0.010302467218866629
-0.04024714002203215,-0.015264026085650185,-0.04024714002203215,-0.015264026085650185
-0.04069541651220654,-0.020562312100875783,-0.04069541651220654,-0.020562312100875783
-0.04101858597057836,-0.026239538919304858,-0.04101858597057836,-0.026239538919304858
-0.04093425549125402,-0.03174788563321004,-0.04093425549125402,-0.03174788563321004
-0.04069644123170803,-0.03727819120546708,-0.04069644123170803,-0.03727819120546708
-0.04006150893163012,-0.04207504333765508,-0.04006150893163012,-0.04207504333765508
-0.03918217111301622,-0.04632849856192119,-0.03918217111301622,-0.04632849856192119
-0.038063666729221776,-0.04999736608699719,-0.038063666729221776,-0.04999736608699719
-0.03689090015966252,-0.053106633907492824,-0.03689090015966252,-0.053106633907492824
-0.03558330678630975,-0.05562505399493946,-0.03558330678630975,-0.05562505399493946
-0.03423687737380136,-0.05762065988762892,-0.03423687737380136,-0.05762065988762892
-0.03296273442473217,-0.05948347227945141,-0.03296273442473217,-0.05948347227945141
-0.03178335265476501,-0.06088918260920234,-0.03178335265476501,-0.06088918260920234
-0.02915007914193642,0.027540602055764925,-0.02915007914193642,0.027540602055764925
-0.029973012549518705,0.025875834234642292,-0.029973012549518705,0.025875834234642292
-0.03111698162000138,0.024090636951143857,-0.03111698162000138,0.024090636951143857
-0.03210696230856723,0.021950180695914652,-0.03210696230856723,0.021950180695914652
-0.03290803703473033,0.019814843853174488,-0.03290803703473033,0.019814843853174488
-0.03424558138409472,0.017792448604879944,-0.03424558138409472,0.017792448604879944
-0.03532033788801797,0.014492695627002242,-0.03532033788801797,0.014492695627002242
-0.03663905553837849,0.01134509632072768,-0.03663905553837849,0.01134509632072768
-0.037556398175174095,0.007594872937542127,-0.037556398175174095,0.007594872937542127
-0.03844046896799548,0.0035278992300754506,-0.03844046896799548,0.0035278992300754506
-0.039299716584785524,-0.0007411050283385196,-0.039299716584785524,-0.0007411050283385196
-0.039854612176564046,-0.005291590573419281,-0.039854612176564046,-0.005291590573419281
-0.04062152833834725,-0.010039462328723056,-0.04062152833834725,-0.010039462328723056
-0.04104197763924198,-0.01523857483094832,-0.04104197763924198,-0.01523857483094832
-0.041478274395179274,-0.02050761396564427,-0.041478274395179274,-0.02050761396564427
-0.041630693906861874,-0.025626552307517456,-0.041630693906861874,-0.025626552307517456
-0.041517779229851254,-0.031010398160276238,-0.041517779229851254,-0.031010398160276238
-0.04123779497062473,-0.0362028417393707,-0.04123779497062473,-0.0362028417393707
-0.04057170995500411,-0.040717443372537125,-0.04057170995500411,-0.040717443372537125
-0.039704700405902044,-0.044947614687902135,-0.039704700405902044,-0.044947614687902135
-0.03867235617213511,-0.048557443005553154,-0.03867235617213511,-0.048557443005553154
-0.03750923078705138,-0.05165782072628793,-0.03750923078705138,-0.05165782072628793
-0.03628560638081351,-0.05442752145628411,-0.03628560638081351,-0.05442752145628411
-0.03497017318758693,-0.05658170933273844,-0.03497017318758693,-0.05658170933273844
-0.033733437692037446,-0.05864586046126988,-0.033733437692037446,-0.05864586046126988
-0.032532300818308636,-0.060310305525815615,-0.032532300818308636,-0.060310305525815615
-0.02939117208929777,0.032467866180916564,-0.02939117208929777,0.032467866180916564
-0.030163589370239417,0.03114597184979694,-0.030163589370239417,0.03114597184979694
-0.031236459374135057,0.030172536820018313,-0.031236459374135057,0.030172536820018313
-0.03195739787816838,0.028625807085853466,-0.03195739787816838,0.028625807085853466
-0.03283230435767113,0.026689685595214747,-0.03283230435767113,0.026689685595214747
-0.03376653684678638,0.02455368759211129,-0.03376653684678638,0.02455368759211129
-0.034623456293470155,0.021729222367867417,-0.034623456293470155,0.021729222367867417
-0.035914967175680136,0.019291369070871173,-0.035914967175680136,0.019291369070871173
-0.036794490220538524,0.015965873206846597,-0.036794490220538524,0.015965873206846597
-0.037800122168997766,0.012481135082779628,-0.037800122168997766,0.012481135082779628
-0.03870851806351996,0.008780887876320819,-0.03870851806351996,0.008780887876320819
-0.03952265067374174,0.00464556998596654,-0.03952265067374174,0.00464556998596654
-0.04031331933530708,0.00026351921678402165,-0.04031331933530708,0.00026351921678402165
-0.040983707907049964,-0.004657154083598897,-0.040983707907049964,-0.004657154083598897
-0.04161150861918775,-0.009454647779071538,-0.04161150861918775,-0.009454647779071538
-0.04180083593680911,-0.014586569858343763,-0.04180083593680911,-0.014586569858343763
-0.04201041793288846,-0.01975330699295042,-0.04201041793288846,-0.01975330699295042
-0.04215277820823103,-0.024830706457581654,-0.04215277820823103,-0.024830706457581654
-0.0420074233938603,-0.029814299243078872,-0.0420074233938603,-0.029814299243078872
-0.041734410091658874,-0.034825328585508554,-0.041734410091658874,-0.034825328585508554
-0.041116875822106054,-0.03927818572361925,-0.041116875822106054,-0.03927818572361925
-0.04037062559566773,-0.043358387387934336,-0.04037062559566773,-0.043358387387934336
-0.039333585245796866,-0.0469730010349322,-0.039333585245796866,-0.0469730010349322
-0.03829051519145069,-0.05021779077265476,-0.03829051519145069,-0.05021779077265476
-0.03711877509841207,-0.052978913480877236,-0.03711877509841207,-0.052978913480877236
-0.03584607451313875,-0.05541790279955511,-0.03584607451313875,-0.05541790279955511
-0.03452236814634326,-0.05767867008107762,-0.03452236814634326,-0.05767867008107762
-0.03329464732423507,-0.05937549396917018,-0.03329464732423507,-0.05937549396917018
-0.029974694222050503,0.03652019441987348,-0.029974694222050503,0.03652019441987348
-0.030872365737008287,0.03585234635448278,-0.030872365737008287,0.03585234635448278
-0.03173713962350556,0.0347128872390925,-0.03173713962350556,0.0347128872390925
-0.03283900232127002,0.03365311626791324,-0.03283900232127002,0.03365311626791324
-0.03360951236349759,0.031489451624502965,-0.03360951236349759,0.031489451624502965
-0.0344944144372192,0.02940165401740523,-0.0344944144372192,0.02940165401740523
-0.03547779621868637,0.02721677574645963,-0.03547779621868637,0.02721677574645963
-0.036415583863458195,0.024617742019356743,-0.036415583863458195,0.024617742019356743
-0.03719304971991703,0.02143515148856519,-0.03719304971991703,0.02143515148856519
-0.038014436813565006,0.017862701796159616,-0.038014436813565006,0.017862701796159616
-0.038954124612625686,0.014218959814019012,-0.038954124612625686,0.014218959814019012
-0.03976261761791147,0.010138802483800008,-0.03976261761791147,0.010138802483800008
-0.0405871243559856,0.005901892755696531,-0.0405871243559856,0.005901892755696531
-0.04135178680138445,0.0015151452702356863,-0.04135178680138445,0.0015151452702356863
-0.041864328358175114,-0.003295958127203815,-0.041864328358175114,-0.003295958127203815
-0.042267349963320856,-0.008310513978413259,-0.042267349963320856,-0.008310513978413259
-0.04254610424837289,-0.013554586979161901,-0.04254610424837289,-0.013554586979161901
-0.04276680571515918,-0.018757059142653944,-0.04276680571515918,-0.018757059142653944
-0.042731196865170344,-0.023729558786099305,-0.042731196865170344,-0.023729558786099305
-0.04242567247092321,-0.028532928891083865,-0.04242567247092321,-0.028532928891083865
-0.042137630702228514,-0.0331636243012188,-0.042137630702228514,-0.0331636243012188
-0.041556731930425986,-0.03764901237035891,-0.041556731930425986,-0.03764901237035891
-0.04084260327523143,-0.041594902675066256,-0.04084260327523143,-0.041594902675066256
-0.04001387946203772,-0.04523406564350502,-0.04001387946203772,-0.04523406564350502
-0.03904459814185913,-0.048554990403852624,-0.03904459814185913,-0.048554990403852624
-0.03798536793203554,-0.05156019075610473,-0.03798536793203554,-0.05156019075610473
-0.03667849905417552,-0.05421253796389903,-0.03667849905417552,-0.05421253796389903
-0.03537280389634129,-0.05657224920629665,-0.03537280389634129,-0.05657224920629665
-0.034151195665927135,-0.05836871702614394,-0.034151195665927135,-0.05836871702614394
-0.03034593398785944,0.04165458807743961,-0.03034593398785944,0.04165458807743961
-0.031107859774669098,0.04037974219981169,-0.031107859774669098,0.04037974219981169
-0.032342958626170246,0.03962954806175455,-0.032342958626170246,0.03962954806175455
-0.033062607312980975,0.03790808865936062,-0.033062607312980975,0.03790808865936062
-0.033970405573469,0.03634957419367808,-0.033970405573469,0.03634957419367808
-0.034979507048607486,0.03448457618402934,-0.034979507048607486,0.03448457618402934
-0.03600365801214864,0.03232708066916957,-0.03600365801214864,0.03232708066916957
-0.03691294914082902,0.029909121127196295,-0.03691294914082902,0.029909121127196295
-0.037766015939252676,0.027179344458214277,-0.037766015939252676,0.027179344458214277
-0.03853071208270257,0.024005420387703078,-0.03853071208270257,0.024005420387703078
-0.039374471042223136,0.020023373679584375,-0.039374471042223136,0.020023373679584375
-0.040165200457498815,0.016101940415548712,-0.040165200457498815,0.016101940415548712
-0.04084683073465686,0.011978405575627802,-0.04084683073465686,0.011978405575627802
-0.041487808418725874,0.007565178107584664,-0.041487808418725874,0.007565178107584664
-0.04213508462398708,0.002880088405721704,-0.04213508462398708,0.002880088405721704
-0.042602658352257725,-0.0021212682797464117,-0.042602658352257725,-0.0021212682797464117
-0.04309187644208298,-0.007146891349623916,-0.04309187644208298,-0.007146891349623916
-0.04328637119722682,-0.012102274573779952,-0.04328637119722682,-0.012102274573779952
-0.04325761836452801,-0.016979788722024925,-0.04325761836452801,-0.016979788722024925
-0.04310537654236543,-0.021866486162624474,-0.04310537654236543,-0.021866486162624474
-0.04291442101379535,-0.02676655921789176,-0.04291442101379535,-0.02676655921789176
-0.04271005648694068,-0.03139602766227232,-0.04271005648694068,-0.03139602766227232
-0.04208614198241275,-0.035952261418169505,-0.04208614198241275,-0.035952261418169505
-0.04150111861420453,-0.039963093293316404,-0.04150111861420453,-0.039963093293316404
-0.04073596585552758,-0.043640629137532416,-0.04073596585552758,-0.043640629137532416
-0.03979721684995032,-0.04701915291825032,-0.03979721684995032,-0.04701915291825032
-0.03874276212476602,-0.05005257355440849,-0.03874276212476602,-0.05005257355440849
-0.03755827976574535,-0.05278443661650445,-0.03755827976574535,-0.05278443661650445
-0.03636892825246024,-0.05514417994716575,-0.03636892825246024,-0.05514417994716575
-0.03504189778049895,-0.05709354231528534,-0.03504189778049895,-0.05709354231528534
-0.03153612989292913,0.045268907405315875,-0.03153612989292913,0.045268907405315875
-0.032217793324771746,0.04408734571418586,-0.032217793324771746,0.04408734571418586
-0.03307921295025825,0.042855157024626604,-0.03307921295025825,0.042855157024626604
-0.03411063109977275,0.041369013471880656,-0.03411063109977275,0.041369013471880656
-0.03525650634774047,0.039503769948021746,-0.03525650634774047,0.039503769948021746
-0.03607598550663409,0.03722174492550366,-0.03607598550663409,0.03722174492550366
-0.036916846976541656,0.034855597642536214,-0.036916846976541656,0.034855597642536214
-0.03784852027027935,0.032371282083815144,-0.03784852027027935,0.032371282083815144
-0.03882568218124713,0.02946307376980166,-0.03882568218124713,0.02946307376980166
-0.03975066742968664,0.02642249312970877,-0.03975066742968664,0.02642249312970877
-0.04036292920881512,0.022482650856724656,-0.04036292920881512,0.022482650856724656
-0.04101627559871679,0.01832794943212084,-0.04101627559871679,0.01832794943212084
-0.04167279837866886,0.013997927097356444,-0.04167279837866886,0.013997927097356444
-0.042265240254136374,0.009397321130050209,-0.042265240254136374,0.009397321130050209
-0.04280293063089131,0.004644911031345028,-0.04280293063089131,0.004644911031345028
-0.0432350037473818,-0.0002148636760003736,-0.0432350037473818,-0.0002148636760003736
-0.04349937424462012,-0.005176964804558909,-0.04349937424462012,-0.005176964804558909
-0.04360920736305325,-0.010253234607155546,-0.04360920736305325,-0.010253234607155546
-0.04365859339465305,-0.015205850465465574,-0.04365859339465305,-0.015205850465465574
-0.04359977805937532,-0.020067516457072585,-0.04359977805937532,-0.020067516457072585
-0.04343791917271854,-0.024878533356261074,-0.04343791917271854,-0.024878533356261074
-0.043122299604786425,-0.029435370560748065,-0.043122299604786425,-0.029435370560748065
-0.04263848551540189,-0.03387196546510906,-0.04263848551540189,-0.03387196546510906
-0.042107795025407346,-0.03808324993115663,-0.042107795025407346,-0.03808324993115663
-0.04138063982155897,-0.041908090822909194,-0.04138063982155897,-0.041908090822909194
-0.04050993361724608,-0.0454053435452586,-0.04050993361724608,-0.0454053435452586
-0.03952415884481076,-0.048523261180419906,-0.03952415884481076,-0.048523261180419906
-0.03839972029578404,-0.05141656383577766,-0.03839972029578404,-0.05141656383577766
-0.037193487125523776,-0.053762400158608725,-0.037193487125523776,-0.053762400158608725
-0.03594496981815328,-0.055850782147249825,-0.03594496981815328,-0.055850782147249825
-0.031128138028020922,0.04955401513551202,-0.031128138028020922,0.04955401513551202
-0.03225148856436988,0.048988617238858397,-0.03225148856436988,0.048988617238858397
-0.033139706085052074,0.0479289588095373,-0.033139706085052074,0.0479289588095373
-0.03412876322673712,0.0461017668858077,-0.03412876322673712,0.0461017668858077
-0.03518091410036418,0.04448735779148775,-0.03518091410036418,0.04448735779148775
-0.03623085985080153,0.042584645681666485,-0.03623085985080153,0.042584645681666485
-0.036943634947858364,0.039706132276111625,-0.036943634947858364,0.039706132276111625
-0.037823865341040756,0.037214465457543866,-0.037823865341040756,0.037214465457543866
-0.038736536249780344,0.03469241422238429,-0.038736536249780344,0.03469241422238429
-0.039542523786906134,0.03185425295714691,-0.039542523786906134,0.03185425295714691
-0.04037952105880699,0.02866288956495313,-0.04037952105880699,0.02866288956495313
-0.04105335627637907,0.02469655349372526,-0.04105335627637907,0.02469655349372526
-0.04173838336251218,0.020616552893508822,-0.04173838336251218,0.020616552893508822
-0.04238490213533899,0.016162775503647923,-0.04238490213533899,0.016162775503647923
-0.042919204855126014,0.011498346643123752,-0.042919204855126014,0.011498346643123752
-0.043373536074754894,0.006710384742114976,-0.043373536074754894,0.006710384742114976
-0.043742427327177764,0.0017550293893190741,-0.043742427327177764,0.0017550293893190741
-0.04399350518988171,-0.003133677918692056,-0.04399350518988171,-0.003133677918692056
-0.04412225541812737,-0.008105963342729991,-0.04412225541812737,-0.008105963342729991
-0.04413948514451368,-0.013022472121679089,-0.04413948514451368,-0.013022472121679089
-0.044009931465997576,-0.017849181098467292,-0.044009931465997576,-0.017849181098467292
-0.04376559321859819,-0.022646432485161353,-0.04376559321859819,-0.022646432485161353
-0.04361560631788693,-0.02742225046523617,-0.04361560631788693,-0.02742225046523617
-0.043320529944467584,-0.031762897854662304,-0.043320529944467584,-0.031762897854662304
-0.042739407989752974,-0.035978525202197784,-0.042739407989752974,-0.035978525202197784
-0.0420186568988986,-0.04003348193065198,-0.0420186568988986,-0.04003348193065198
-0.04115914558335252,-0.04366988301900267,-0.04115914558335252,-0.04366988301900267
-0.04014262176676607,-0.04702329368984848,-0.04014262176676607,-0.04702329368984848
-0.03902809012001617,-0.04989685904870415,-0.03902809012001617,-0.04989685904870415
-0.03788434706668021,-0.05221405736306531,-0.03788434706668021,-0.05221405736306531
-0.036710357891640864,-0.05437418509481647,-0.036710357891640864,-0.05437418509481647
-0.03077349530923961,0.05321191067913184,-0.03077349530923961,0.05321191067913184
-0.03193521583278541,0.052573314991157104,-0.03193521583278541,0.052573314991157104
-0.03300503041835047,0.05189989910171838,-0.03300503041835047,0.05189989910171838
-0.033972470337208335,0.05083424625323452,-0.033972470337208335,0.05083424625323452
-0.03500316921263464,0.04929959488916773,-0.03500316921263464,0.04929959488916773
-0.0359705211609177,0.04726272360156705,-0.0359705211609177,0.04726272360156705
-0.03711879518388916,0.04511391417139462,-0.03711879518388916,0.04511391417139462
-0.037831245228317975,0.042444595143148356,-0.037831245228317975,0.042444595143148356
-0.03847913619327043,0.03953772561941742,-0.03847913619327043,0.03953772561941742
-0.03929988823287808,0.036854490103171836,-0.03929988823287808,0.036854490103171836
