longitude;latitude;v1;v2;v3;v4;v5;v6;v7;v8;v9;v10;v11;v12;v13;v14;v15;v16;v17;v18;v19;v20;v21;v22;v23;v24;v25;v26;v27;v28;v29;v30;v31;v32;v33;v34;v35;v36;v37;v38;v39;v40;v41;v42;v43;v44;v45;v46;v47;v48;v49;v50;v51;v52;v53;v54;v55;v56;v57;v58;v59;v60;v61;v62;v63;v64;v65;v66;v67;v68;v69;v70;v71;v72;v73;v74;v75;v76;v77;v78;v79;v80;v81;v82;v83;v84;v85;v86;v87;v88;v89;v90;v91;v92;v93;v94;v95;v96;v97;v98;v99;v100;v101;v102;v103;v104;v105;v106;v107;v108;v109;v110;v111;v112;v113;v114;v115;v116;v117;v118;v119;v120;v121;v122;v123;v124
-46.5;-27.75;-3.381352;-4.296954;-3.0185204;-2.2360375;0.7883719;10.510963;6.730046;4.7421827;7.71302;5.6829476;5.4970675;5.435378;4.2494783;4.599323;3.1398787;3.2121205;3.4613137;3.0911765;1.2331856;1.6568953;1.9564141;0.8451911;2.2867775;3.595245;3.7746315;3.5254383;2.3590193;4.587147;3.528685;1.4109489;0.8484379;-0.09070361;-0.9283823;-3.0672226;-3.3229094;-3.6897998;-3.482815;-5.163854;-4.3091297;-3.2944996;-3.3034284;-4.6654677;-3.3496957;-1.7059947;-2.9138105;-1.6451169;1.2745827;5.633434;1.6098164;-0.37885857;-1.2222191;0.43933916;-2.1353862;-1.7279108;-2.2498364;-0.24249232;-1.8926867;0.5586597;-1.4754708;1.1869186;1.1122419;-0.402398;-0.6946115;0.8598019;0.46693695;-2.0217476;-0.82935435;1.14471;-0.99250686;-3.5290823;-1.8277504;0.25264716;-3.3967743;-4.107827;-2.5509787;-1.8472313;-2.1426916;-2.1077883;-2.1459384;0.5505425;-3.5234003;-3.208459;-2.917869;-0.45597053;-4.5599465;-6.565667;-0.70435196;5.8233724;2.2737904;1.5278343;1.558679;2.7664948;-0.9097131;-2.5298743;-2.2173684;-0.5736676;-4.2490635;-2.462503;-3.4414182;-1.6686563;-3.5047312;-1.4421909;0.9986032;8.205724;10.446838;7.949226;4.8168592;4.872867;5.1740093;2.165834;-0.937311;-1.8675239;-0.8675045;-3.6183696;-4.4308853;-0.3699298;-2.854556;-2.5225692;-0.9770845;1.866315;0.32001865;0.8305806;2.2502508;2.5927901
-46.5;-27.5;-3.5729141;-3.897596;-2.868355;-2.1159053;-0.4892503;8.773105;7.4451575;4.8679967;7.64646;5.816067;5.772235;5.572556;4.4369817;4.825788;3.309525;3.366344;3.6350183;3.418293;1.4588395;1.972648;1.8208596;1.3492595;2.26892;4.042494;3.9670053;3.8363209;2.539218;4.911017;3.7210588;1.4799439;0.9831809;0.19663966;-0.5566218;-3.038001;-3.065599;-3.6922345;-3.9316874;-5.429281;-4.2514987;-3.509601;-3.540446;-4.8067045;-3.387034;-1.7287225;-2.7246833;-1.9381422;0.5391787;5.020597;1.1714963;-0.47545135;-1.5891094;-0.3374617;-1.921908;-1.9105442;-2.454386;-0.6361688;-1.7214172;0.8135346;-1.3691375;1.303804;1.5367631;0.4547615;-0.6150645;0.83301556;0.6390184;-2.0623329;-0.5452579;0.9076923;-0.8788683;-3.7474303;-1.6629745;0.32083035;-3.3513188;-4.322929;-2.5030882;-1.7782364;-2.3350654;-1.4405675;-2.3537345;0.3646623;-3.1565099;-3.1605685;-3.1256652;-0.38129365;-4.17114;-6.6874228;-1.1856924;5.687006;2.3711948;1.6617655;1.4263712;3.0660138;-0.76604146;-2.279058;-1.7790482;-0.20596564;-3.795321;-2.5209455;-2.8772838;-1.6037201;-3.3026166;-1.3658907;1.1512035;6.801476;10.898957;8.381864;5.3818054;5.334727;5.5490165;2.1171312;-0.8488353;-1.8245035;-0.58827823;-3.3716116;-4.14273;-0.3066169;-2.701144;-2.8009834;-0.84802353;1.7900146;0.07894254;0.755092;2.3013883;2.7656832
-46.5;-27.25;-3.715774;-3.5753493;-2.87079;-2.1702895;-0.7717234;7.0750203;8.021466;5.130177;7.4889894;5.8428535;6.096105;5.7543774;4.6926684;5.134236;3.6390767;3.6804738;4.003532;3.85499;1.97833;2.5562634;2.0010576;1.9515439;2.3354797;4.3850327;4.063598;4.2624655;2.601719;5.023844;3.849308;1.8159891;1.0870789;0.4612552;-0.14589953;-2.7717624;-2.728742;-3.5972652;-3.9414277;-5.6395125;-4.3829947;-3.8261657;-3.7295732;-4.9925847;-3.5639853;-1.7571322;-2.4129891;-2.3650985;-0.40889168;4.4329233;0.6934024;-0.6061357;-1.8788878;-0.7530542;-1.5866742;-1.9649284;-2.6621823;-1.0817943;-1.477906;0.96369994;-1.4154047;1.4231244;2.1220016;1.2940634;-0.50873125;0.7729496;0.9279851;-2.0964246;-0.4592173;0.49697006;-0.87237465;-4.0282803;-1.6881373;0.35735703;-3.3229094;-4.5534525;-2.645948;-1.8334323;-2.6475716;-0.82854265;-2.3123376;-0.16943896;-2.5233808;-2.6946502;-3.148393;-0.26765513;-3.6930466;-6.84327;-2.0550275;5.342032;2.3257394;1.9523555;1.2672774;3.402059;-0.583408;-2.105353;-1.488458;-0.048495054;-3.3375201;-2.6094213;-2.5233808;-1.6410584;-3.1630034;-1.4827762;1.4799439;6.0985403;11.127858;8.767423;5.8623343;5.804703;6.0133114;2.275414;-0.7011051;-1.7238523;-0.20758903;-2.9267979;-4.0169163;-0.34476697;-2.5185106;-3.263655;-1.0817943;1.3630584;-0.35126066;0.8809062;2.2145362;2.665032
-46.5;-27.0;-3.7076569;-3.5501866;-2.9868639;-2.4056838;-1.1353668;5.286836;8.55151;5.375312;7.4013247;5.923212;6.576634;6.040097;5.0830984;5.492197;3.9970384;4.005155;4.395585;4.105807;2.1512232;2.941823;2.2137241;2.022974;2.40691;4.6902337;4.4223714;4.532763;2.8809452;5.1610217;4.003532;2.01648;1.1593207;0.65281737;0.21449709;-2.4779253;-2.3237016;-3.3026166;-3.8651276;-5.7937365;-4.6451755;-4.2084785;-3.9747076;-5.2222967;-3.7774634;-1.8723941;-2.229544;-2.848874;-1.3496567;3.6958961;0.08056593;-0.8910439;-1.8951218;-0.8350363;-1.4551783;-1.9316485;-3.0022862;-1.3959239;-1.3098831;1.027013;-1.5314784;1.575725;2.6682787;1.665824;-0.53551745;0.9466542;1.1633791;-1.9925263;-0.44054806;-0.10856116;-0.8983492;-4.2523103;-1.7741779;0.2729398;-3.2287517;-4.7953405;-2.8366985;-2.0201242;-2.8870242;-0.42512572;-2.094801;-0.7441254;-2.1175287;-2.1426916;-2.9901106;-0.38535225;-3.120795;-6.85301;-2.9714413;4.842834;2.2632384;1.9888822;0.9856161;3.6398883;-0.5274005;-1.9227197;-1.3537152;-0.018461943;-2.9884872;-2.6118565;-2.2181802;-1.7952822;-3.0948205;-1.7344044;1.6430963;5.3647594;11.459846;9.225224;6.3940005;6.2803617;6.4232216;2.51649;-0.44460666;-1.5266082;0.030240297;-2.4357166;-3.8537636;-0.5468813;-2.3155847;-3.8164253;-1.5355369;0.32326543;-1.0412091;1.1130534;2.1763859;2.5481462
-46.5;-26.75;-3.6256747;-3.8050613;-3.2993698;-2.7368588;-1.2587458;4.568478;8.933822;5.689441;7.478437;6.045779;7.1367097;6.309583;5.3615127;5.843665;4.3501296;4.3054857;4.7007856;4.346883;2.4077215;3.3135834;2.414215;2.3062587;2.6520448;4.9475436;4.6853633;4.8274117;3.1950746;5.432943;4.179672;2.2713552;1.2843231;0.8046061;0.48398292;-2.1784065;-2.0136306;-2.9828053;-3.828601;-5.984487;-4.9162846;-4.5623813;-4.1735754;-5.4593143;-4.0023055;-2.0087605;-2.094801;-3.2953115;-2.0574627;2.6195765;-0.33583832;-1.2246542;-2.1727247;-0.9535451;-1.4292036;-1.8886282;-3.4438534;-1.5030688;-1.2668629;1.177178;-1.6102136;1.8468341;3.1707234;1.8906661;-0.5200951;1.2250687;1.4003967;-1.8472313;-0.53876436;-0.6337337;-0.7603595;-4.398417;-1.9137911;0.15524268;-3.1597567;-4.9698567;-3.093197;-2.2189918;-2.9332914;-0.39265752;-1.7538853;-1.1580945;-1.9146028;-1.7912238;-2.6824746;-0.50386107;-2.7108846;-6.831906;-3.6070056;4.4434757;2.3249278;2.2047954;0.8906466;3.8346972;-0.44460666;-1.7839184;-1.348845;-0.070411086;-2.7693272;-2.611045;-1.9608698;-2.0777552;-3.0818334;-2.2076278;1.1438984;4.9207573;11.194418;9.836437;6.9654403;6.8095927;6.701636;2.7429552;-0.119113326;-1.27498;0.14225543;-1.9608698;-3.6897998;-0.9024077;-2.1264575;-4.4016643;-2.223862;-1.0761124;-1.6167073;1.3736106;2.1471643;2.4190855
-46.5;-26.5;-3.4982374;-4.476341;-3.9122066;-3.490932;-1.5525827;4.044117;9.030415;6.0344157;7.501165;6.018993;7.6472716;6.5433536;5.6196346;6.238965;4.8006253;4.743806;5.053877;4.4556513;2.65935;3.6967077;2.6804543;2.1560931;2.999454;5.1147547;4.880984;4.972707;3.671545;5.527912;4.225127;2.5530167;1.361435;0.98236907;0.50184023;-1.7798598;-1.9722338;-2.6962738;-3.5201535;-5.9439015;-5.1492434;-4.7190404;-4.217407;-5.598116;-4.219031;-2.1654193;-2.0793786;-3.5883365;-2.671111;1.5578674;-0.7027285;-1.7019362;-2.2993505;-0.7717234;-1.601285;-2.0363584;-3.8034382;-1.1905627;-1.3180002;1.2234453;-1.5899211;2.2405105;3.5368018;1.7624167;-0.42350233;1.6966687;1.5083534;-1.7636257;-0.8050032;-0.9697792;-0.6402273;-4.4300737;-2.1759715;0.109787226;-3.0388129;-5.035605;-3.381352;-2.5014648;-2.6954622;-0.5744793;-1.5014453;-0.9990005;-1.8245035;-1.2465702;-2.3301952;-0.61262935;-2.5566607;-6.680929;-3.7750287;3.819275;2.4685993;2.3996043;0.80785286;4.039247;-0.2814541;-1.702748;-1.3147534;-0.04768336;-2.5931873;-2.4965944;-1.7181703;-2.5160754;-3.2652783;-2.961701;0.3029728;4.5368214;11.114059;10.374597;7.455709;7.3566813;6.856672;3.0091944;0.34274638;-0.8683162;0.14306712;-1.6418701;-3.3147922;-1.1589062;-2.1516204;-5.012877;-2.9681945;-2.3326304;-2.0826254;1.6000761;2.0586886;2.2015486
-46.5;-26.25;-3.510413;-5.243401;-4.4795876;-3.9747076;-2.042852;3.9158678;8.7771635;6.406176;7.5547376;6.051461;8.062052;6.605044;5.696747;6.478418;5.1480346;5.0165386;5.268167;4.486496;2.867958;3.9678168;2.947505;2.0067396;3.402059;5.182126;5.105826;5.1106963;4.109865;5.6715837;4.310356;2.8996143;1.4685799;1.2575368;0.5748936;-1.398359;-1.9600582;-2.4965944;-3.3196626;-5.844874;-5.2669406;-4.7977757;-4.196303;-5.6865916;-4.382183;-2.297727;-2.1832767;-3.8667512;-3.3302145;0.22180247;-0.85289377;-2.248213;-2.7815027;-0.74087864;-1.639435;-2.0444753;-4.01854;-0.90321946;-1.2214074;1.2891933;-1.3999823;2.6065893;3.8525548;1.6455313;-0.4332428;2.096839;1.4807554;-1.8723941;-1.0980284;-1.1280615;-0.5249653;-4.475529;-2.492536;-0.011968374;-2.9811819;-5.1500554;-3.73282;-2.802607;-2.4560094;-0.8959141;-1.3829366;-0.19541347;-2.048534;-1.1856924;-1.9016155;-0.72626793;-2.5850701;-6.4633923;-3.7807102;3.308713;2.6601615;2.7721767;0.7908069;4.0676565;-0.10612607;-1.7287225;-1.4267685;-0.06554079;-2.421918;-2.415424;-1.5136209;-2.9584541;-3.4406064;-3.6208048;-0.915395;4.2178216;10.016635;10.786131;7.8347754;7.8290935;6.8647885;3.2210493;0.7120718;-0.55337495;0.11465752;-1.5931679;-3.1053727;-1.3934886;-2.262012;-5.6378894;-3.4608989;-2.7628336;-2.1832767;1.5992643;1.8866075;1.8135542
-46.5;-26.0;-3.9089599;-6.1395226;-5.1930757;-4.34728;-2.783938;3.7762547;8.5125475;6.757644;7.6399665;6.182957;8.463845;6.6813436;6.0482144;6.6829667;5.5571337;5.3428435;5.66022;4.596076;3.062767;4.2924986;3.2957258;2.046513;4.0246363;5.240569;5.3842406;5.438625;4.686987;5.863146;4.3980203;3.2267313;1.6203686;1.7031623;0.7104484;-0.82610756;-1.8829463;-2.352923;-3.068846;-5.496653;-5.2263556;-4.7344627;-4.0729237;-5.6695457;-4.3610787;-2.4308465;-2.2433429;-4.2109137;-3.848082;-0.9973771;-1.0136112;-2.76121;-3.1897898;-0.7985096;-1.5785573;-2.0396051;-4.075359;-0.66214335;-1.1304966;1.2859465;-0.96490896;2.9077315;4.151262;1.7218317;-0.45597053;2.3281746;1.4312416;-1.9868444;-1.2895906;-1.2408884;-0.47463965;-4.448743;-2.744976;-0.16619217;-2.9430318;-5.1792765;-4.037209;-3.1946602;-2.454386;-1.5371603;-1.5712519;0.8192166;-2.281493;-1.6783968;-1.0931582;-0.7197743;-2.5769534;-6.312415;-3.6459675;2.8833804;2.7372737;3.0968585;0.8175932;3.9726872;0.09436488;-1.8748293;-1.4835879;-0.018461943;-2.1077883;-2.1264575;-1.4681655;-3.2985582;-3.8659391;-4.415463;-2.2985387;4.137463;8.324232;11.239061;8.210593;8.500372;6.9475827;3.540049;1.0927609;-0.19297838;0.32894742;-1.5274199;-3.0209556;-1.5688168;-2.520134;-6.060787;-3.7912626;-2.796925;-2.4194827;0.8175932;1.2307507;1.1974708
-46.5;-25.75;-4.480399;-6.942298;-5.965006;-4.7239103;-3.6248631;3.5790105;8.388357;7.050669;7.7462993;6.419975;8.887555;6.7097535;6.4329624;6.907809;5.980843;5.6991816;6.0912347;4.8679967;3.3322525;4.711338;3.665863;2.464541;4.6926684;5.2446275;5.77467;5.863958;5.262485;6.052273;4.4954247;3.504334;1.7689105;2.1512232;0.93853724;-0.17349744;-1.6816436;-2.163796;-2.6719227;-4.9162846;-5.1906404;-4.6914425;-3.8902903;-5.612726;-4.3724427;-2.6224086;-2.2644472;-4.5485826;-4.107827;-1.8107046;-1.2481937;-3.0972557;-3.5940185;-0.7741585;-1.420275;-2.1865237;-4.076171;-0.3041818;-1.0890996;1.2843231;-0.3999629;3.1634183;4.482437;2.0197268;-0.3715533;2.3297977;1.3995851;-1.9405773;-1.3277407;-1.392677;-0.37804687;-4.314;-2.953584;-0.33177972;-2.8147826;-5.1273274;-4.2060432;-3.685741;-2.6548767;-2.111035;-1.8212568;1.6122516;-2.11347;-2.1970758;-0.03713119;-0.6402273;-2.4892893;-6.145204;-3.4665809;2.327363;2.6268816;3.221861;0.93042004;3.9028807;0.28836215;-1.8829463;-1.486023;0.038357258;-1.6637862;-1.7384629;-1.5282316;-3.6386623;-4.344845;-5.318078;-3.405703;4.167496;6.8834577;10.993927;8.622939;9.082364;7.111547;3.797359;1.4353;0.1195277;0.72262394;-1.1069572;-3.055047;-1.8634653;-2.8091006;-6.303487;-4.214972;-3.1159248;-2.9381616;-0.6678252;0.12277448;0.37115598
-46.5;-25.5;-5.1354446;-7.766989;-6.8367763;-5.195511;-4.5299134;3.02137;8.424884;7.4362283;7.94192;6.7568326;9.329933;6.738975;6.6285825;6.949206;6.3899417;6.001136;6.4938397;5.147223;3.5798225;5.1050143;3.9937916;2.8200674;5.2722254;5.2908945;6.2974076;6.337181;5.7876573;6.3655906;4.599323;3.652876;1.984012;2.5952253;1.070845;0.3630389;-1.3764429;-1.977104;-2.3521113;-4.38056;-5.200381;-4.607025;-3.7401252;-5.572141;-4.456048;-2.7961135;-2.3870144;-5.0120654;-4.235265;-2.2506483;-1.5606997;-3.3432019;-3.6613898;-0.5647388;-1.2408884;-2.4064953;-4.0112343;-0.11667812;-1.0022473;1.4166309;0.1503725;3.3687792;4.7567935;2.3776884;-0.20190716;2.2543097;1.298122;-1.8748293;-1.2887789;-1.4332622;-0.29525304;-4.203608;-3.145958;-0.50873125;-2.6962738;-5.0924244;-4.3781247;-4.233641;-3.1386523;-2.791243;-2.1183405;2.0026813;-1.4965751;-2.7433527;0.26482272;-0.525777;-2.305844;-5.9666295;-3.2953115;1.4044553;2.2429457;3.1009169;1.1211706;3.791677;0.44177425;-1.8058344;-1.3821249;0.23641312;-1.2327713;-1.5834274;-1.7595673;-3.8610692;-4.9244013;-6.2564077;-4.0225983;4.401267;6.183769;9.036908;9.032038;9.651368;7.242231;4.0782084;1.8249179;0.41336465;0.96369994;-0.8041915;-3.1613803;-2.0753202;-3.0412478;-6.546186;-4.868394;-3.6646366;-3.6711302;-2.6037395;-1.000624;-0.31960416
-46.25;-29.0;-5.6581817;-8.370086;-7.539712;-5.7442226;-5.380579;2.217783;8.646479;7.6188617;8.185431;7.191094;9.732539;6.8323207;6.7608905;7.147262;6.74628;6.2803617;6.869659;5.509243;3.8793411;5.51736;4.343636;3.390695;5.7251563;5.2876477;6.8323207;6.875341;6.210555;6.6854024;4.76491;3.8176517;2.2559328;2.9962072;1.2721475;0.74778664;-0.98601323;-1.6126488;-1.9998317;-3.8350945;-5.117587;-4.3497148;-3.4949906;-5.521816;-4.656539;-2.917869;-2.5534139;-5.2758694;-3.9617205;-2.583447;-1.848043;-3.5055428;-3.5445046;-0.40483308;-0.94867486;-2.5363681;-3.8505168;-0.046871662;-0.82773095;1.575725;0.70963657;3.5587182;4.9792004;2.7234745;-0.04362476;2.247004;1.202341;-1.7319694;-1.1702701;-1.4275802;-0.11992502;-4.0623717;-3.323721;-0.6158762;-2.5672128;-5.0453453;-4.4438725;-4.651669;-3.73769;-3.5980768;-2.4673731;2.2072306;-0.7774053;-3.200342;0.08381271;-0.16862726;-2.1435032;-5.902505;-3.134594;0.37683785;1.7031623;2.9264007;1.3817276;3.6837206;0.5481075;-1.6629745;-1.2871555;0.46612537;-0.70678705;-1.4170281;-2.124834;-3.9292521;-5.4341516;-7.0583715;-4.662221;4.5887704;5.2998233;7.0612216;9.333992;10.049915;7.3794093;4.4166894;2.1000857;0.697461;1.1617557;-0.5761027;-3.260408;-2.1491852;-3.2044005;-6.7198906;-5.5786347;-4.4146514;-4.443061;-4.4463077;-2.1751597;-1.0298452
-46.25;-28.75;-6.1151714;-8.904999;-8.116022;-6.3448834;-6.275077;0.5115808;8.406215;7.8631845;8.247932;7.686233;10.075078;6.8875165;6.9216084;7.4362283;7.115605;6.568517;7.2349257;5.9759727;4.21701;5.926459;4.713773;4.005967;6.067695;5.4223905;7.5092816;7.329084;6.627771;6.990603;5.014915;4.0489874;2.539218;3.3549805;1.50673;1.125229;-0.531459;-1.2652395;-1.6037201;-3.255538;-4.9081674;-4.03315;-3.2068357;-5.410612;-4.8700175;-2.984429;-2.753093;-5.3083377;-3.633792;-2.830205;-1.8423611;-3.6183696;-3.2944996;-0.31879246;-0.6694487;-2.5980575;-3.5234003;-0.2806424;-0.4681461;1.8249179;1.1788017;3.7113185;5.1845613;3.0936117;0.07407224;2.1625867;1.1138653;-1.573687;-1.0314686;-1.4113462;-0.015215158;-3.9544153;-3.4665809;-0.6759423;-2.3902612;-4.9933963;-4.5315366;-5.0120654;-4.4771523;-4.6110835;-3.0518003;1.932063;-0.08015144;-3.5144715;-0.50548446;0.33949947;-1.8050227;-5.9089985;-3.22794;-0.58827823;1.065163;2.5668159;1.6625773;3.6350183;0.6584991;-1.507939;-1.0436442;0.7258707;-0.16213357;-1.3634557;-2.454386;-4.124061;-6.0202017;-7.7686124;-5.4098005;4.1918473;4.686175;5.571744;9.417598;10.243913;7.5661016;4.7787094;2.3168106;1.0026618;1.421501;-0.4965557;-3.3375201;-2.2254853;-3.340767;-6.884667;-6.368423;-5.3935666;-5.241778;-5.9585123;-3.282324;-1.7790482
-46.25;-28.5;-6.3911505;-9.335201;-8.516192;-7.021033;-7.1987963;-2.2425313;8.299881;8.063675;8.369688;8.118059;10.458202;6.884269;7.166743;7.773086;7.3672338;6.884269;7.5912642;6.502769;4.5124702;6.251952;5.0498185;4.6269207;6.344486;5.5628157;8.133482;7.8550677;6.8907638;7.2860637;5.277096;4.298992;2.850912;3.6228428;1.7875797;1.323285;-0.25547957;-0.9965654;-1.3090715;-2.9462786;-4.4933867;-3.5664206;-2.87079;-5.3318768;-5.1257043;-2.783938;-2.90407;-5.312396;-3.5509982;-3.120795;-1.5274199;-3.6841178;-3.3992095;-0.16943896;-0.4681461;-2.6962738;-3.011215;-0.8683162;0.04160416;2.1747622;1.6260506;3.8298273;5.1569633;3.3866367;0.15605438;1.8655032;1.0416235;-1.2741683;-1.0095527;-1.5095624;0.04160416;-3.910583;-3.581843;-0.7441254;-2.267694;-4.9487524;-4.650857;-5.2831745;-5.1825233;-5.811594;-3.9008427;1.2997454;0.41255283;-3.8074965;-1.214102;0.6998962;-1.5704402;-6.038059;-3.3854105;-1.3188119;0.34274638;2.040831;1.9531673;3.515698;0.80704105;-1.3545269;-0.54444623;1.0326947;0.23884821;-1.4649186;-2.7401056;-4.491763;-6.602194;-8.256447;-6.3805985;3.5830693;4.213763;4.561984;9.634322;10.312907;7.6074977;5.16021;2.546523;1.4361118;1.8135542;-0.35288405;-3.391904;-2.36591;-3.5217767;-6.980448;-6.848952;-6.335143;-5.8960114;-7.0413256;-4.34728;-2.726307
-46.25;-28.25;-6.522647;-9.551927;-8.762138;-7.6923122;-7.9764085;-5.4706783;7.259277;8.406215;8.307186;8.348583;10.619731;6.797417;7.43704;8.093708;7.497106;7.2633357;7.94192;7.062033;4.8939714;6.627771;5.314434;5.2251463;6.5392957;5.6845713;8.541769;8.004421;7.009272;7.491424;5.4727163;4.5254574;3.0984817;3.7673259;2.0903454;1.5107886;-0.15564;-0.668637;-0.90808964;-2.6524417;-3.9016542;-3.0664108;-2.528251;-5.098918;-5.267752;-2.643513;-3.038001;-5.043722;-3.721456;-3.3440137;-1.2522522;-3.62811;-3.4097617;-0.0054746866;-0.4308077;-2.7774441;-2.369157;-1.2993311;0.5959979;2.6309404;1.9572257;3.8152165;4.928063;3.6536875;0.14306712;1.3411423;1.1065599;-0.915395;-1.1004635;-1.5477124;0.08056593;-3.7182093;-3.502296;-0.7197743;-2.1345744;-4.8416076;-4.7766714;-5.4008718;-5.6841564;-7.108697;-5.1070347;0.2112503;0.43528056;-3.8212957;-1.4714123;0.89226997;-1.2465702;-6.5202117;-3.8911023;-1.7977173;-0.27496052;1.5521854;2.1934319;3.5303082;0.9174329;-1.1110157;-0.007909775;1.2396795;0.7648324;-1.6735266;-2.920304;-4.908979;-6.9731426;-8.483724;-7.304318;1.9994344;3.5757637;3.9946032;9.5523405;10.221996;7.735747;5.4394364;2.803833;1.8216711;2.167457;0.00345397;-3.4779449;-2.6248438;-3.5850897;-6.9650254;-7.0632415;-7.051878;-6.37167;-7.8376074;-5.329442;-3.8042498
-46.25;-28.0;-6.650896;-9.600629;-9.021072;-8.43421;-8.58681;-7.437437;4.636661;8.63755;8.291764;8.5068655;10.863243;6.845308;7.8039308;8.441117;7.670811;7.58964;8.324232;7.5677247;5.1999836;6.958135;5.5822964;5.852594;6.7909236;5.8663926;8.673265;7.9841285;7.277946;7.667564;5.7024283;4.812801;3.361474;3.9661937;2.3500905;1.5245875;-0.14671123;-0.3415202;-0.63129854;-2.36591;-3.3586245;-2.607798;-2.2108748;-4.8732643;-5.3075256;-2.5793884;-3.1857314;-4.7856;-4.01854;-3.5826545;-1.1475424;-3.4381714;-3.148393;0.21774387;-0.4665227;-2.7677038;-1.5671934;-1.2993311;1.1073717;3.257576;2.3297977;3.5879393;4.9848824;3.9483361;0.13738525;0.95964134;1.1690611;-0.5249653;-1.2530639;-1.5566412;0.06839037;-3.4397945;-3.290441;-0.58421975;-2.0282414;-4.7547555;-4.892745;-5.5364265;-6.1330285;-7.8067627;-6.127347;-1.0615017;0.097611666;-3.831036;-1.6808319;1.0262011;-0.9803313;-7.17201;-4.4105926;-2.1589255;-0.65483797;1.0464939;2.3671365;3.561153;1.0400001;-0.7571127;0.43365717;1.4953662;1.0529875;-1.8764527;-3.2230697;-5.2758694;-7.261297;-8.639571;-8.073002;-0.17349744;3.699143;3.791677;9.276361;10.096182;7.87536;5.663467;3.1187744;2.2185946;2.3168106;0.3013494;-3.4665809;-2.9487138;-3.65652;-6.857069;-7.3676305;-7.5924726;-6.676059;-8.245083;-6.0794563;-4.7596254
-46.25;-27.75;-6.691481;-9.419619;-9.122535;-9.035683;-9.116041;-8.932596;1.0927609;8.734955;8.227639;8.618069;11.02396;6.916738;8.092085;8.622939;7.7763324;7.7950015;8.661901;7.9816937;5.458917;7.2130094;5.794963;6.405364;6.994662;6.038474;8.605082;7.969518;7.3956437;7.748735;5.830678;5.0165386;3.6585574;4.088761;2.591167;1.5294577;-0.14508784;-0.08583343;-0.44135976;-2.100483;-2.846439;-2.240096;-1.9754806;-4.623259;-5.070508;-2.585882;-3.200342;-4.626506;-4.3781247;-3.6662602;-0.959227;-3.203589;-2.6857216;0.3946954;-0.51522493;-2.8017952;-0.9884484;-1.088288;1.5903355;3.813593;2.591167;3.1163392;5.1756325;4.077397;0.040792465;0.6584991;1.2632188;-0.12073672;-1.4292036;-1.4965751;0.09598827;-3.0266373;-3.0104032;-0.47139287;-1.9722338;-4.650857;-5.0307345;-5.4974647;-6.585148;-8.361968;-6.999117;-2.331007;-0.20353055;-4.107827;-1.9397656;1.1982824;-0.8772449;-7.764554;-4.9869027;-2.4698083;-1.033092;0.5213212;2.5294771;3.572517;1.1179239;-0.44947684;0.7623974;1.6593302;1.2737709;-2.026618;-3.4454765;-5.516134;-7.5072436;-8.6087265;-8.561647;-2.229544;3.8947635;3.5270615;8.925705;9.978485;7.9711413;5.800645;3.4434562;2.6211996;2.4978209;0.6422652;-3.48038;-3.279889;-3.70441;-6.606252;-7.6444216;-7.892803;-6.8668094;-8.440703;-6.5754075;-5.5299325
-46.25;-27.5;-6.6922927;-9.193153;-9.153379;-9.62011;-9.530822;-10.021091;-2.171913;8.724402;8.411084;8.722779;11.259355;7.09856;8.339655;8.792585;7.894029;7.986564;9.036908;8.302317;5.657785;7.4565215;6.049026;6.8631654;7.344506;6.3193235;8.416766;8.191924;7.6472716;7.8177295;5.9370112;5.1780677;4.010837;4.206458;2.8306193;1.5538088;-0.16700387;0.14550221;-0.2465508;-1.8025875;-2.3383121;-1.9097325;-1.7116767;-4.3351045;-4.7044296;-2.61348;-3.1719322;-4.6394935;-4.53803;-3.6159344;-0.83016604;-2.912187;-2.1897705;0.5408021;-0.63129854;-2.8228996;-0.7400669;-0.72302115;2.098462;4.349318;2.8793216;2.613083;5.47921;4.1252875;-0.10774946;0.5481075;1.2997454;0.305408;-1.5623231;-1.5217379;0.15686607;-2.6345842;-2.703579;-0.3731767;-1.8740175;-4.522608;-5.052651;-5.386261;-7.0023637;-8.90094;-7.727216;-3.5631738;-0.4665227;-4.7620606;-2.4746785;0.9206797;-1.2189723;-8.208556;-5.805912;-3.00878;-1.1808223;-0.07528126;2.5148664;3.5579062;1.2210101;-0.080963254;0.8947052;1.7250785;1.4726385;-2.1491852;-3.663825;-5.7417874;-7.6257524;-8.506452;-9.0624695;-3.7831454;4.0709033;3.0635786;8.140787;9.8737755;8.02796;5.9629855;3.7194352;3.0773773;2.724286;0.9774989;-3.433301;-3.6678834;-3.675189;-6.3862805;-7.7913404;-8.036475;-6.930934;-8.525932;-6.897654;-6.1703672
