longitude;latitude;u1;u2;u3;u4;u5;u6;u7;u8;u9;u10;u11;u12;u13;u14;u15;u16;u17;u18;u19;u20;u21;u22;u23;u24;u25;u26;u27;u28;u29;u30;u31;u32;u33;u34;u35;u36;u37;u38;u39;u40;u41;u42;u43;u44;u45;u46;u47;u48;u49;u50;u51;u52;u53;u54;u55;u56;u57;u58;u59;u60;u61;u62;u63;u64;u65;u66;u67;u68;u69;u70;u71;u72;u73;u74;u75;u76;u77;u78;u79;u80;u81;u82;u83;u84;u85;u86;u87;u88;u89;u90;u91;u92;u93;u94;u95;u96;u97;u98;u99;u100;u101;u102;u103;u104;u105;u106;u107;u108;u109;u110;u111;u112;u113;u114;u115;u116;u117;u118;u119;u120;u121;u122;u123;u124
-43.75;-25.75;-4.055848;-2.290512;-1.7299224;2.3004055;1.2671444;-0.09602916;-1.4948925;-1.9658228;-4.4797726;-3.9174418;-4.6695375;-3.9479084;-5.779401;-4.1028543;-3.6545563;-2.9860268;-4.401429;-4.502405;-4.524167;-4.2769504;-5.9430513;-6.325193;-5.999633;-6.5680566;-7.3723817;-11.431435;-11.805741;-11.106746;-12.096482;-11.268655;-10.905664;-10.839508;-11.518483;-10.422547;-9.237823;-10.209279;-11.178995;-9.874144;-9.248268;-7.8964114;-9.250009;-7.215695;-4.7043567;-6.652494;-6.6464;-4.354423;-4.249095;-4.594676;-6.6690326;-6.222476;-6.6847014;-6.5497766;-7.068584;-6.1293344;-6.9632554;-6.21203;-6.136298;-6.6168036;-6.154578;-5.586154;-6.86315;-8.139275;-5.9038796;-4.789664;-5.8438168;-4.719155;-2.7179184;-0.9673809;-2.8484907;-1.4583322;-1.678564;-2.5655842;-4.162047;-2.1642923;-2.8789577;-2.982545;-2.201723;0.0885129;2.820083;6.691983;1.2636625;1.7903036;0.7257051;2.6364112;-2.1895366;2.1428485;5.2313156;5.9616494;2.9558778;1.0443013;3.4311607;2.5049686;-1.0370194;-0.097770095;-1.3947872;-2.8389153;-4.87323;-4.5467997;-6.1815634;-4.650387;-3.7920923;0.59513295;6.283727;-0.51298964;-1.841344;-3.314198;-4.346589;-4.1690106;-6.5619636;-5.256242;-6.606358;-6.057955;-7.7405953;-5.602693;-1.4209014;-1.2241727;-4.4432125;-0.9325615;0.94506633;2.1332731;-1.9075006;-1.4043623;-2.736199;-2.7440329
-43.75;-25.5;-4.02277;-2.3906178;-1.9510247;1.9165233;2.3822308;0.23040128;-1.6837867;-1.9814914;-4.442342;-3.9966555;-4.576396;-4.0001373;-5.79594;-4.1376734;-3.671966;-2.8476205;-4.2969713;-4.5842304;-4.500664;-4.440601;-5.925642;-6.4366145;-5.8943043;-6.5471654;-7.466394;-11.310438;-11.994637;-11.286064;-12.01988;-11.360926;-10.82558;-10.82645;-11.678652;-10.3180895;-9.310072;-10.346815;-11.250375;-10.01168;-9.172536;-7.9329715;-9.417141;-7.0981803;-4.3892426;-6.857057;-6.5349784;-4.4345074;-4.212535;-4.5502815;-6.7978644;-6.287762;-6.9632554;-6.8074393;-6.945846;-6.4740453;-6.900581;-5.9709067;-6.1780815;-6.459247;-6.3034306;-5.167453;-6.951939;-8.251567;-6.0318403;-4.928941;-6.168506;-4.8427634;-2.9982138;-0.8768507;-3.152289;-1.3939165;-1.7499434;-2.5420814;-4.3265676;-2.445458;-3.0060477;-3.2698035;-2.2704911;-0.2257309;2.9227996;7.5433135;1.33156;2.1384962;1.1740029;2.6442456;-2.112934;2.2664568;5.2791924;5.865026;3.0594652;1.0669338;3.6392057;2.7870045;-0.8489953;0.21299171;-1.2720493;-2.7858162;-4.760938;-4.690429;-6.245979;-4.559857;-3.782517;0.28611207;5.620421;-0.6496552;-1.8892204;-3.3690386;-4.3204746;-4.1011133;-6.4400964;-5.1813803;-6.9728303;-6.168506;-7.655288;-5.5408893;-2.078115;-1.2128564;-4.5659504;-0.8463839;1.0469127;1.7241471;-1.7342747;-1.1327723;-2.8528433;-2.8476205
-43.75;-25.25;-3.954002;-2.514226;-2.1425304;1.6040206;3.7297359;0.51156676;-2.009347;-2.0998769;-4.406652;-4.054978;-4.5163326;-4.1011133;-5.8472986;-4.1629176;-3.6893754;-2.736199;-4.314381;-4.577266;-4.527649;-4.596417;-5.9413104;-6.4801383;-5.826407;-6.6786084;-7.7989173;-11.199017;-12.097353;-11.507167;-12.021621;-11.512389;-10.804688;-10.84473;-11.835339;-10.257155;-9.36143;-10.444309;-11.335682;-10.014292;-9.112473;-7.946028;-9.46937;-6.937141;-4.1028543;-6.9998155;-6.493196;-4.491959;-4.2430015;-4.54767;-6.872725;-6.2320514;-7.041599;-6.872725;-7.1773934;-6.567187;-6.8074393;-5.6079164;-6.2694817;-6.28428;-6.4096293;-4.7940164;-7.0703244;-8.264625;-6.1841745;-5.1343746;-6.5227923;-5.008155;-3.1226926;-0.8533479;-3.4900355;-1.4644257;-1.7186061;-2.4228253;-4.648646;-3.0939665;-3.1409726;-3.4665322;-2.356669;-0.3641373;3.225727;8.264072;1.4159967;2.5719957;1.774635;2.6512094;-2.0189223;2.3961585;5.273099;5.829336;3.108212;1.1496294;3.8428984;3.0760043;-0.67664015;0.52288294;-1.0674862;-2.6465392;-4.621661;-4.713932;-6.2564244;-4.482384;-3.776424;0.3435638;4.1371207;-0.8333267;-1.9701751;-3.4526048;-4.2969713;-3.9818573;-6.401795;-5.1291513;-7.2296224;-6.2668705;-7.5873904;-5.3659225;-2.6770058;-1.1432179;-4.6408114;-0.75411284;1.125256;1.4281834;-1.5314525;-0.95693505;-2.896367;-2.9886384
-43.75;-25.0;-3.8260412;-2.6648192;-2.342741;1.2218794;5.0250115;0.69872016;-2.388877;-2.223485;-4.317863;-4.093279;-4.4327664;-4.093279;-5.821184;-4.122875;-3.6911168;-2.6265182;-4.336143;-4.423191;-4.5537634;-4.5955467;-5.9595904;-6.4618583;-5.7698255;-6.9449754;-8.077471;-11.110228;-12.0712385;-11.638609;-12.016398;-11.6551485;-10.875197;-10.849083;-11.910199;-10.22843;-9.435422;-10.579234;-11.417507;-9.899388;-9.05241;-7.885966;-9.410177;-6.7856774;-3.8765292;-6.9998155;-6.5402017;-4.42145;-4.178586;-4.500664;-6.900581;-6.1467443;-7.0546556;-6.763045;-7.536903;-6.6054873;-6.685572;-5.1778984;-6.244238;-6.0640483;-6.466211;-4.5354834;-7.273147;-8.224582;-6.3574004;-5.4190216;-6.759563;-5.2849674;-3.2158337;-0.92646825;-3.8338757;-1.7577778;-1.6272055;-2.354928;-5.056031;-3.8251705;-3.2663217;-3.6040683;-2.4785361;-0.30146265;3.6783772;8.610524;1.5552737;3.0437965;2.3839717;2.6407638;-1.935356;2.5737367;5.2017193;5.713562;3.0838387;1.333301;4.0483317;3.3406305;-0.47381794;0.7805454;-0.8690165;-2.461997;-4.467586;-4.74701;-6.2129006;-4.4144864;-3.7920923;0.5716299;2.6929927;-0.9055766;-1.9936782;-3.601457;-4.2534475;-3.8782701;-6.4366145;-5.167453;-7.3123183;-6.4096293;-7.4672637;-5.205754;-3.2175746;-1.0465945;-4.5877123;-0.7027546;1.170521;1.2183974;-1.2676967;-0.89251935;-2.819765;-3.1279154
-43.75;-24.75;-3.728547;-2.7962618;-2.4750543;0.81188273;6.2349806;0.88674414;-2.6230364;-2.472443;-4.216887;-4.09502;-4.36661;-4.0941496;-5.7872353;-4.0636826;-3.7738123;-2.6743946;-4.3613873;-4.282173;-4.6738896;-4.5555043;-6.0536027;-6.4113708;-5.6810365;-6.9293065;-8.343838;-11.016215;-12.00073;-11.671688;-12.025103;-11.757865;-10.939613;-10.748107;-11.850137;-10.185777;-9.458924;-10.687174;-11.453197;-9.750536;-9.041964;-7.618728;-9.232599;-6.7726197;-3.7877402;-6.8901353;-6.713427;-4.1881614;-3.9835982;-4.2038302;-6.9876285;-6.019654;-6.994593;-6.7552104;-7.5900016;-6.6577163;-6.60984;-4.9463506;-6.2346625;-5.8351116;-6.426169;-4.455399;-7.5351615;-8.147109;-6.5645747;-5.793329;-6.769138;-5.584413;-3.2654514;-1.0204803;-4.1411552;-2.168645;-1.4417931;-2.465479;-5.6105275;-4.5703025;-3.3760023;-3.651945;-2.617813;0.0658803;3.9873981;8.696701;1.6832345;3.5251727;2.932375;2.6599143;-1.9388379;2.7652426;4.9684305;5.556005;3.039444;1.4699665;4.2398376;3.5399709;-0.30755603;0.9633465;-0.6104835;-2.2182622;-4.4510465;-4.7931457;-6.0919037;-4.263893;-3.7938333;0.84757245;2.2943122;-0.82113993;-1.9588588;-3.784258;-4.2682457;-3.8765292;-6.4026656;-5.3276215;-7.173042;-6.585467;-7.2714057;-5.1526546;-3.6710954;-1.1806487;-4.4292846;-0.83419716;1.2584395;1.1357017;-0.99871814;-0.82897437;-2.532506;-3.1461954
-43.75;-24.5;-3.6380172;-2.878087;-2.4968162;0.474136;7.135058;0.94593686;-2.8789577;-2.3557982;-4.146378;-4.1193933;-4.3135104;-4.053237;-5.6105275;-3.9313693;-3.7920923;-2.8206353;-4.192514;-4.2334266;-4.688688;-4.453658;-6.1911387;-6.2320514;-5.446007;-6.398313;-8.477892;-10.940483;-11.812706;-11.607272;-12.050347;-11.865805;-11.084984;-10.615794;-11.704766;-10.15531;-9.68438;-10.615794;-11.450585;-9.676545;-9.049798;-7.5812974;-8.955787;-6.82659;-3.8025384;-6.735189;-6.89971;-4.07761;-3.8095021;-3.8260412;-7.113848;-5.989187;-6.753469;-7.184357;-7.393273;-6.7891593;-6.5985236;-4.6033807;-6.2921143;-6.019654;-6.315617;-4.7348237;-7.652676;-8.144498;-6.7430234;-6.197232;-6.5985236;-5.7498045;-3.3699088;-1.3738955;-4.207312;-2.871994;-1.3425583;-2.8554544;-6.2129006;-4.839281;-3.6972098;-3.7581434;-2.7370691;0.5655365;3.8307114;6.873043;1.8451439;4.104913;3.39373;2.8235648;-1.8396031;3.1734982;4.944057;5.4384904;3.0646882;1.7554843;4.419157;3.764555;-0.08819485;1.1800963;-0.36500776;-2.0015125;-4.383149;-4.5903234;-5.9056206;-4.2543178;-3.6867642;1.1609457;2.2159688;-0.24314046;-1.9771391;-4.044532;-4.126357;-3.9113483;-6.2816687;-5.61488;-7.017225;-6.5863366;-7.1895804;-5.1578774;-3.811243;-1.4992448;-4.317863;-1.1719438;1.0469127;1.0573585;-0.6853448;-0.63485706;-2.1094522;-3.101801
-43.75;-24.25;-3.5936227;-2.9224815;-2.5246716;0.15553987;7.0131907;0.7709701;-3.116599;-2.145142;-4.138544;-4.142896;-4.354423;-4.0436616;-5.3171754;-3.7886105;-3.7616258;-2.8162832;-4.064553;-4.3552938;-4.7835703;-4.3787966;-6.3504367;-6.0788465;-5.287579;-6.079717;-8.633708;-10.864752;-11.625552;-11.569841;-12.052088;-11.969392;-11.191182;-10.341593;-11.579416;-10.186646;-9.973379;-10.432122;-11.449715;-9.7244215;-9.074172;-7.5717216;-8.730331;-6.9963336;-3.9296284;-6.292985;-7.114719;-4.2682457;-3.6589088;-3.6502042;-7.157373;-6.034452;-6.584596;-7.5020833;-7.2931676;-7.142575;-6.5158277;-4.47542;-6.245979;-6.218994;-6.1345572;-4.905438;-7.8050103;-8.144498;-6.84487;-6.4949365;-6.5950418;-5.821184;-3.5944934;-1.7647415;-4.038439;-3.6728363;-1.461814;-3.2036471;-6.701241;-4.9611487;-4.111559;-3.8390985;-2.9198704;0.7431147;3.5182087;5.2800627;2.0653756;4.561916;3.8846812;2.9872153;-1.5445098;3.3110342;4.7403646;5.3679814;2.9645827;1.9652703;4.55147;3.8742356;0.13551891;1.396846;-0.09254718;-1.7612597;-4.351812;-4.3962064;-5.789847;-4.2186284;-3.5466166;0.7553015;1.9034661;1.1531113;-2.031979;-4.2517066;-3.9479084;-3.9252758;-6.1293344;-5.875154;-6.9380116;-6.5436835;-7.092957;-5.242314;-4.133321;-1.7734464;-4.3605165;-1.5244888;0.75617194;0.94593686;-0.22660136;-0.37458313;-1.6185008;-2.962524
-43.75;-24.0;-3.5675082;-2.9207406;-2.5290241;-0.13520086;6.091351;0.47326553;-3.2637105;-1.8961843;-4.1724925;-4.1307096;-4.4484353;-4.0323453;-5.0333986;-3.6502042;-3.7198424;-2.823247;-3.8573785;-4.4963117;-4.8601727;-4.3552938;-6.441837;-5.9073615;-5.1213174;-5.8690605;-8.78082;-10.846472;-11.466254;-11.5602665;-12.167862;-12.048606;-11.25908;-10.089153;-11.505425;-10.365966;-10.338111;-10.278917;-11.5237055;-9.850641;-9.158608;-7.5038238;-8.607594;-7.258349;-4.216017;-5.808997;-7.359324;-4.6660557;-3.4395475;-3.7381225;-7.1565022;-6.104961;-6.658587;-7.5786853;-7.0694537;-7.546478;-6.3417315;-4.269116;-6.158931;-6.3304152;-5.948274;-4.9359045;-8.051356;-8.240251;-6.97109;-6.777843;-6.697758;-5.806386;-3.880011;-2.1790905;-3.7355113;-4.1864204;-1.9266511;-3.5413938;-7.150409;-4.9881334;-4.5842304;-4.0097127;-3.0530539;0.72831655;3.2875314;4.444401;2.402252;4.9370933;4.393913;3.1813326;-1.1336428;3.2727332;4.441789;5.1407857;2.8357515;2.1767972;4.647223;3.9612837;0.3461753;1.5970567;0.13464832;-1.521007;-4.2386494;-4.2717276;-5.57832;-4.2586703;-3.3342195;0.33311808;1.5709423;3.0385737;-2.0720215;-4.3291793;-3.8338757;-3.9226646;-5.997892;-6.10409;-6.964997;-6.44706;-6.9475865;-5.3189163;-4.442342;-2.1425304;-4.5102396;-1.8944434;0.5350697;0.8049189;0.26260912;-0.27883017;-0.9856609;-2.736199
-43.75;-23.75;-3.5353003;-2.871994;-2.4950752;-0.3919927;4.5540814;0.29829884;-3.2280207;-1.582811;-4.2969713;-4.1211343;-4.571173;-4.038439;-4.759197;-3.554451;-3.6798005;-2.8632889;-3.6632614;-4.6564803;-4.9167542;-4.388372;-6.52018;-5.7132444;-4.9315524;-5.6967053;-8.979289;-10.823839;-11.320884;-11.572453;-12.25578;-12.086037;-11.248633;-9.881108;-11.474959;-10.668023;-10.722863;-10.224077;-11.613365;-10.007328;-9.293533;-7.389791;-8.602371;-7.5316796;-4.527649;-5.464287;-7.650065;-5.045585;-3.1296563;-4.04105;-7.1617255;-6.1615424;-6.8561864;-7.441149;-6.9937224;-7.842441;-6.1223707;-3.9748936;-6.104961;-6.2468495;-5.7498045;-4.96376;-8.325558;-8.389974;-7.105144;-7.038117;-6.805698;-5.7498045;-4.1690106;-2.6691718;-3.4943876;-4.3953357;-2.5185785;-3.8521557;-7.5987067;-5.1570067;-5.0029316;-4.177716;-3.116599;0.47500646;2.999402;4.247672;2.8287878;5.244373;4.957114;3.4059167;-0.7036251;3.0646882;4.2485423;4.819578;2.626836;2.4893;4.756033;4.02657;0.5655365;1.7885627;0.33050668;-1.2555102;-4.066294;-4.234297;-5.322398;-4.282173;-3.0904846;0.13290739;1.3002226;4.8526564;-2.0537415;-4.2569294;-3.8364868;-3.9148302;-5.913455;-6.3025603;-7.096439;-6.3547893;-6.79003;-5.4564524;-4.786182;-2.6273885;-4.7722545;-2.2295785;0.48022938;0.750949;0.55334985;-0.1700201;-0.2953694;-2.391488
-43.5;-29.0;-3.4508638;-2.7457738;-2.4123797;-0.57305276;2.984604;0.2521633;-3.11834;-1.2024108;-4.4414716;-4.092408;-4.6608324;-4.0462728;-4.5032754;-3.5283365;-3.6650023;-2.9242225;-3.5944934;-4.797498;-4.9733353;-4.4797726;-6.649012;-5.4529705;-4.8436337;-5.549594;-9.167314;-10.7341795;-11.138953;-11.5541725;-12.215738;-12.094742;-11.145046;-9.709623;-11.42186;-10.977914;-10.994453;-10.266731;-11.664723;-10.180553;-9.511153;-7.3053546;-8.777338;-7.7301497;-4.801851;-5.3485126;-7.946028;-5.3493834;-2.8319516;-4.3135104;-7.1399627;-6.2294397;-7.0816407;-7.084252;-7.3880506;-8.060932;-5.8847294;-3.6789298;-6.1624126;-6.0266175;-5.5556874;-5.164841;-8.54666;-8.525768;-7.2635713;-7.178264;-6.8100505;-5.7585096;-4.386631;-3.134879;-3.4943876;-4.3709626;-2.979063;-4.1106887;-7.8694263;-5.4834375;-5.213588;-4.2873964;-3.1157284;0.03628397;2.5432699;4.110136;3.3362782;5.5089993;5.529891;3.6583562;-0.37110126;2.769595;4.2407084;4.55147;2.4283662;2.9210587;4.843081;4.0509434;0.8136237;1.9530835;0.5289763;-0.9551941;-3.8904567;-4.3187337;-5.0734406;-4.3135104;-2.8554544;-0.0054991245;1.2183974;6.158378;-1.9980305;-4.1324506;-3.8260412;-3.903514;-5.928253;-6.484491;-7.248773;-6.2834096;-6.6507525;-5.5565577;-5.047326;-3.2872133;-5.1213174;-2.4872413;0.53681064;0.8284219;0.6212474;0.06500983;0.45846736;-1.9771391
-43.5;-28.75;-3.3046231;-2.5533977;-2.2800665;-0.7027546;2.447517;1.3742136;-2.8589368;-0.88468516;-4.5833597;-3.9801164;-4.621661;-4.074128;-4.2717276;-3.5483575;-3.5701199;-2.965135;-3.644981;-4.8105555;-4.976817;-4.6564803;-6.753469;-5.0699587;-4.920236;-5.477344;-9.23521;-10.579234;-10.912628;-11.464513;-12.177437;-12.120856;-11.004899;-9.618222;-11.312179;-11.192923;-11.062351;-10.327664;-11.725657;-10.326795;-9.64956;-7.221788;-9.041094;-7.83983;-4.995968;-5.455582;-8.047004;-5.4895306;-2.791039;-4.7435284;-7.2139535;-6.282539;-7.2348456;-6.6020055;-8.029594;-8.169742;-5.7245607;-3.8060203;-6.318229;-5.7454524;-5.4547114;-5.5086813;-8.698995;-8.60063;-7.328858;-7.139093;-6.7787137;-5.8255363;-4.462363;-3.3760023;-3.7938333;-4.343107;-3.140102;-4.424062;-7.8293843;-5.771567;-5.117835;-4.4440827;-3.1226926;-0.339764;1.9948666;4.1240635;3.7723894;5.690059;6.1226883;3.889904;-0.082101464;2.4266253;4.229392;4.3625755;2.3099809;3.5817537;4.978876;4.1092653;1.0886958;2.1663516;0.707425;-0.6226703;-3.7163606;-4.400559;-4.8627844;-4.5537634;-2.6561146;-0.18830013;1.3367829;6.4482484;-1.9179462;-3.9069958;-3.7668486;-3.8887157;-6.1328163;-6.621156;-7.3062253;-6.272964;-6.557611;-5.3641815;-5.1404676;-4.02277;-5.4094462;-2.6613374;0.729187;0.90067184;0.56466603;0.78750926;1.0007771;-1.5271002
-43.5;-28.5;-3.1305265;-2.3958406;-2.1268616;-0.77152264;2.5423994;3.7253833;-2.4506807;-0.9969772;-4.820131;-3.9348512;-4.696522;-4.2282033;-4.2221103;-3.7555323;-3.5126681;-3.0391264;-3.556192;-4.8053327;-5.009025;-4.85495;-6.827461;-4.858432;-5.0029316;-5.4129286;-9.238692;-10.545285;-10.831674;-11.487145;-12.306269;-12.307139;-10.977044;-9.760982;-11.417507;-11.313049;-11.214685;-10.378153;-11.98419;-10.504373;-9.741831;-7.374993;-9.263066;-7.9547334;-5.1909556;-5.6740727;-8.081823;-5.638383;-3.1340084;-5.042974;-7.327987;-6.3547893;-7.365418;-6.0248766;-8.181058;-8.371694;-6.1833043;-4.5128508;-6.490584;-5.565263;-5.5199976;-5.8002925;-8.776467;-8.730331;-7.3366914;-6.697758;-6.866632;-6.036193;-4.4597516;-3.2950478;-3.9592247;-4.3674803;-3.174921;-4.822742;-7.6213393;-5.9230304;-5.0586424;-4.6347184;-3.1287856;-0.7036251;0.8458315;3.7001395;4.024829;4.807391;6.6275673;4.332979;0.19732296;2.0096648;3.974341;4.3965244;2.3978994;4.284232;5.115542;4.133639;1.2723672;2.3395772;0.8536658;-0.3841585;-3.638888;-4.52939;-4.748751;-4.7348237;-2.4367533;-0.4172367;1.6945506;6.044345;-1.9579884;-3.641499;-3.7276769;-3.948779;-6.4888434;-6.723003;-7.1860986;-6.3600116;-6.710816;-5.188344;-5.184862;-4.523297;-5.621844;-2.930316;0.77445203;0.87716883;0.49241614;1.6867163;1.3446172;-1.1806487
-43.5;-28.25;-2.960783;-2.2469883;-1.9510247;-0.7863208;2.5371764;6.337697;-1.948413;-1.235489;-5.0368805;-3.780776;-4.6843357;-4.4362483;-4.175975;-3.8504148;-3.4177856;-3.0904846;-3.3455358;-4.735694;-5.0899796;-4.960278;-6.8318124;-4.7618084;-4.9985795;-5.2736516;-9.236081;-10.458237;-10.685432;-11.518483;-12.420301;-12.519536;-11.017957;-10.075225;-11.44101;-11.316531;-11.359185;-10.429511;-12.153064;-10.556602;-9.726162;-7.5839086;-9.321388;-7.9852004;-5.381591;-5.998762;-8.087916;-5.66885;-3.722454;-5.155266;-7.4315743;-6.377422;-7.344526;-5.7646027;-8.332521;-8.427404;-6.630731;-5.178769;-6.4313912;-5.432079;-5.7454524;-6.0440273;-8.7790785;-8.839142;-7.606541;-6.3321567;-7.010261;-6.2982078;-4.4110045;-3.2140927;-3.8756585;-4.508498;-3.0809093;-5.0508084;-7.4603;-5.9526267;-5.2144585;-4.7618084;-3.1740508;-1.0143868;-0.3980862;2.324779;3.9717293;3.816784;7.0053563;4.8779006;0.4219072;1.3568039;3.5704377;4.4461417;2.6625257;4.9014034;5.2287045;4.1928315;1.4125147;2.5188963;0.97814465;-0.1726315;-3.5605445;-4.628625;-4.6930404;-4.8923807;-2.1581993;-0.5391041;1.7206651;5.3375144;-2.1477532;-3.3690386;-3.7389932;-4.00449;-6.7003703;-6.7769723;-6.9510684;-6.343473;-6.8962283;-5.149173;-5.2440553;-4.965501;-5.7498045;-3.219316;0.5385517;0.8275514;0.2939464;2.3926766;1.5996683;-0.6809925
-43.5;-28.0;-2.804967;-2.112934;-1.7299224;-0.7750045;2.4283662;7.8505936;-1.557567;-1.5053383;-5.1509137;-3.57099;-4.6721487;-4.759197;-4.1193933;-3.865213;-3.344665;-3.11834;-3.1479363;-4.627754;-5.146561;-5.005543;-6.762174;-4.755715;-5.0316577;-5.1387267;-9.240434;-10.346815;-10.498279;-11.545468;-12.520407;-12.636181;-11.089335;-10.325053;-11.427082;-11.263432;-11.474959;-10.495667;-12.132173;-10.5714;-9.665229;-7.7867303;-9.223024;-7.8816133;-5.6427355;-6.3504367;-8.11316;-5.7080216;-4.249095;-5.2597237;-7.557794;-6.5071235;-7.267924;-5.86819;-8.420441;-8.5066185;-6.8796887;-5.648829;-6.2503314;-5.432079;-5.9752593;-6.4122405;-8.719015;-8.967103;-8.071378;-6.1223707;-7.2104716;-6.557611;-4.3962064;-3.17318;-3.7320294;-4.643423;-2.9294457;-5.1274104;-7.368029;-5.9143257;-5.502588;-4.8653955;-3.2036471;-1.070968;-1.0552994;1.3228552;3.7332177;3.3536878;7.277817;5.2182584;0.5986148;0.90067184;3.3040705;4.2015367;2.9950495;5.2417617;5.32968;4.2790093;1.5326412;2.693863;1.0651927;-0.007240057;-3.5030928;-4.6712785;-4.645164;-4.869748;-1.9310035;-0.5504204;1.2210089;4.3408136;-2.0728917;-3.0722046;-3.7537913;-4.064553;-6.8135324;-6.7769723;-6.775232;-6.1824336;-7.117331;-5.204013;-5.359829;-5.2771335;-5.8185725;-3.4256196;0.20167542;0.8536658;-0.05163455;2.8035436;1.6710477;-0.13433027
-43.5;-27.75;-2.6439276;-1.9684342;-1.470519;-0.77935684;2.2159688;8.341545;-1.3765069;-1.7804102;-5.2397027;-3.3716502;-4.699134;-5.101296;-4.0654235;-3.863472;-3.312457;-3.1549;-3.037385;-4.522426;-5.1979194;-5.0046725;-6.6664214;-4.8253536;-5.25276;-5.1570067;-9.303108;-10.231041;-10.296328;-11.579416;-12.619641;-12.630088;-11.129378;-10.598384;-11.393134;-11.27823;-11.542856;-10.60883;-11.98245;-10.60796;-9.546844;-7.882484;-9.008885;-7.6483245;-5.871672;-6.722132;-8.138405;-5.5966;-4.4449534;-5.355477;-7.6448426;-6.8196263;-7.3001313;-6.2451086;-8.538826;-8.793006;-6.9998155;-5.881247;-5.947404;-5.529573;-6.158931;-6.823978;-8.6781025;-9.102027;-8.462223;-5.9917984;-7.4855437;-6.726485;-4.42058;-3.1592526;-3.6380172;-4.7400465;-2.7431626;-5.081275;-7.29752;-5.808127;-5.7445817;-4.9916153;-3.2332435;-0.9551941;-1.1884831;1.3733431;3.2875314;3.3415012;7.457136;5.4097643;0.82581043;0.66738284;3.1299741;3.7750006;3.2736034;5.342737;5.377557;4.338202;1.6388398;2.8871098;1.1296084;0.12246168;-3.4430294;-4.6573505;-4.616438;-4.752233;-1.7177356;-0.51821244;0.57250035;3.531266;-1.8544012;-2.7936506;-3.7833877;-4.128098;-6.8840413;-6.7891593;-6.655976;-5.923901;-7.2566075;-5.3624406;-5.4816966;-5.4094462;-5.8316298;-3.496129;-0.035095453;1.0016477;-0.42420065;3.0490193;1.6379694;0.4044975
-43.5;-27.5;-2.4680905;-1.7804102;-1.1432179;-0.80721223;1.8712584;7.3422327;-1.5070792;-2.065928;-5.2666874;-3.225409;-4.680854;-5.3676634;-4.0906672;-3.8417096;-3.2985296;-3.1636052;-3.0487013;-4.390113;-5.2083654;-4.839281;-6.615933;-4.9524436;-5.720208;-5.5417595;-9.400602;-10.142252;-10.10221;-11.611625;-12.69015;-12.5456505;-11.070185;-10.869974;-11.317402;-11.360926;-11.559396;-10.749848;-11.845784;-10.648872;-9.423235;-7.8816133;-8.815639;-7.4002366;-6.08581;-7.0207076;-8.144498;-5.321528;-4.175975;-5.32588;-7.6387486;-7.33408;-7.4925084;-6.569798;-8.596277;-9.261325;-7.151279;-6.0353227;-5.6801662;-5.7306542;-6.294726;-7.1460567;-8.675491;-9.21519;-8.551013;-5.9526267;-7.80327;-6.7821956;-4.4327664;-3.104412;-3.5979753;-4.7818294;-2.5977921;-5.0212116;-7.1895804;-5.72282;-5.8220544;-5.0569015;-3.2384663;-0.9168929;-1.045724;2.4901705;2.6094265;3.4311607;7.4910846;5.2652645;0.94419587;0.613413;3.0777454;3.4529228;3.3101637;5.1964965;5.3305507;4.375633;1.702385;3.0829682;1.2027287;0.23649466;-3.3707795;-4.606863;-4.6016397;-4.5015345;-1.5279707;-0.6339866;0.22778988;3.5068927;-1.1527933;-2.5925694;-3.8060203;-4.192514;-6.9658666;-6.848352;-6.5837255;-5.6993165;-7.3175416;-5.497365;-5.5034585;-5.357218;-5.7445817;-3.3838367;-0.0585984;1.2654035;-0.7271279;3.0142002;1.678882;0.9215634
