longitude;latitude;u1;u2;u3;u4;u5;u6;u7;u8;u9;u10;u11;u12;u13;u14;u15;u16;u17;u18;u19;u20;u21;u22;u23;u24;u25;u26;u27;u28;u29;u30;u31;u32;u33;u34;u35;u36;u37;u38;u39;u40;u41;u42;u43;u44;u45;u46;u47;u48;u49;u50;u51;u52;u53;u54;u55;u56;u57;u58;u59;u60;u61;u62;u63;u64;u65;u66;u67;u68;u69;u70;u71;u72;u73;u74;u75;u76;u77;u78;u79;u80;u81;u82;u83;u84;u85;u86;u87;u88;u89;u90;u91;u92;u93;u94;u95;u96;u97;u98;u99;u100;u101;u102;u103;u104;u105;u106;u107;u108;u109;u110;u111;u112;u113;u114;u115;u116;u117;u118;u119;u120;u121;u122;u123;u124
-47.25;-27.25;-5.960461;-4.1629176;-3.415174;-3.6684842;-2.1573286;0.48109984;3.5007992;3.1882963;-2.1764793;-3.1148582;-2.4593859;-4.616438;-1.280754;-4.6843357;-2.1198978;-1.9275216;-0.96563995;-1.3225371;0.16946757;-0.1473875;-0.6714171;-2.5725484;-2.3470936;-0.54258597;-1.626335;-7.7301497;-9.57644;-9.588626;-10.42777;-11.15114;-12.430747;-10.98749;-10.087412;-9.922891;-9.861087;-9.406695;-11.377465;-10.62624;-9.025425;-6.8439994;-8.34732;-7.2322345;-5.7437115;-3.8417096;-6.995463;-5.7820125;-3.6475925;-5.2318683;-6.364364;-7.0764184;-6.370458;-8.665916;-8.504006;-7.399367;-7.952993;-6.52018;-5.725431;-5.007284;-1.9658228;-2.475925;-3.6911168;-4.8253536;-4.4110045;-0.9752151;-3.5884;-2.005865;-0.2309537;0.8536658;-2.7866864;-0.8577002;-1.116233;-2.6613374;-6.309524;-4.243872;-3.1644754;-3.080039;-3.017364;-2.8345633;-0.9351729;0.546386;2.7722063;-0.20745075;1.8965023;1.1174216;0.94245493;1.7511319;-0.5469383;1.7137012;3.8707538;3.4964466;1.1626866;-1.7490729;-4.502405;-1.6272055;-4.477161;-1.9919373;-4.0706463;-3.0782976;-1.0544289;-2.1738677;-4.1481194;-3.1418428;-1.4792238;-0.31277907;2.0488365;-2.1860547;1.3080571;-5.3493834;-6.7151685;-5.7445817;-7.3610654;-7.873779;-9.101157;-6.946716;-5.2449255;-2.136437;-4.2682457;-1.9675637;-1.6924917;-1.8021723;-4.1864204;-2.4297895;-1.9814914;-1.3016456
-47.25;-27.0;-5.857744;-3.9296284;-2.6021447;-3.398635;-2.393229;0.20602787;3.4276786;3.784576;-2.3192382;-3.17318;-2.3897471;-5.0743113;-1.3138324;-4.7600675;-1.6306876;-1.7011966;-1.1571456;-1.1083988;0.3714193;-0.16566765;-0.47033608;-2.6073675;-2.0650578;-0.097770095;-1.3791183;-9.552937;-9.518988;-10.04911;-10.095246;-11.67604;-12.307139;-11.003159;-10.06739;-9.793189;-10.123972;-9.525081;-11.411414;-10.883903;-9.183852;-6.98937;-8.508359;-7.3662877;-6.0483794;-4.2212396;-6.9327884;-6.0065966;-3.4325838;-5.0551605;-6.7003703;-7.8833537;-6.698629;-8.498784;-8.390844;-7.518622;-8.394326;-6.6847014;-5.9709067;-5.2919316;-2.482018;-2.3975816;-3.704174;-4.6155677;-4.621661;-1.2459348;-3.19059;-2.4080272;0.062398434;1.0129639;-2.7109547;-0.9813086;-1.1353837;-2.3009582;-6.225958;-4.200348;-2.791039;-2.427178;-2.8040962;-2.6099792;-0.8742393;0.48980474;3.5521574;0.19210017;1.9548246;0.9015423;1.7450386;2.188984;-0.33541143;1.3289485;3.762814;3.2248566;1.8233819;-1.9867142;-4.195996;-1.5410279;-3.4909058;-1.329501;-3.6893754;-3.2680626;-0.9978477;-1.8822566;-4.0436616;-2.9529486;-0.7314805;-0.3954748;1.4142557;-0.12997794;1.8773518;-4.632107;-6.811792;-5.6192327;-8.059191;-7.977366;-9.152515;-7.1443152;-5.4355607;-2.1843133;-4.1489897;-2.1233797;-1.6480972;-1.4061033;-3.954002;-2.5359879;-1.6359104;-1.2598625
-47.25;-26.75;-5.7367473;-3.6162553;-1.9849733;-3.0426083;-2.5255423;-0.039447904;3.1848145;4.3425546;-1.9588588;-3.1157284;-2.4393644;-5.672332;-1.3695432;-4.591194;-1.4461454;-1.3756365;-1.1066579;-0.73757374;0.5829462;-0.217026;-0.28753495;-2.3114038;-1.7194766;0.4219072;-0.92907965;-10.136159;-9.478946;-10.588809;-10.092635;-12.005082;-12.209645;-11.021439;-10.126583;-9.695695;-10.381635;-9.670451;-11.427953;-11.0432005;-9.281346;-7.2566075;-8.65547;-7.432445;-6.10322;-4.94548;-7.392402;-6.3600116;-3.845192;-4.7269893;-7.1190715;-8.126218;-6.679478;-8.132311;-8.319465;-7.664863;-8.461353;-6.714298;-6.244238;-5.5365367;-3.2349844;-2.3679852;-3.671966;-4.460622;-4.9280705;-1.2250432;-2.8711233;-2.7753706;0.29046452;1.1679096;-2.5046506;-1.2137271;-1.0796729;-2.007606;-6.188527;-4.0619416;-2.6709127;-2.0833378;-2.6978974;-2.549045;-0.888167;0.33921146;3.3963413;0.13551891;1.9722341;0.8136237;1.883445;2.324779;-0.104733944;1.0338554;3.598293;3.0638175;2.7330346;-2.3392591;-3.7398634;-1.1771668;-2.512485;-0.7967664;-3.3176804;-2.962524;-1.0152572;-1.8935729;-3.8399687;-2.809319;-0.09428823;-0.5582546;1.0991416;1.5961863;2.8609953;-3.8382277;-6.872725;-5.5365367;-8.262883;-8.136663;-9.095063;-7.377604;-5.566133;-2.3975816;-3.921794;-2.324461;-1.727311;-1.2494167;-3.7738123;-2.6125903;-1.3651906;-1.2694379
-47.25;-26.5;-2.0311089;-2.8624187;-3.5988455;-0.1334598;-0.117791176;5.633478;-0.6557485;1.3655088;-2.718789;-3.8216887;-4.1341915;-4.4963117;-4.695652;-3.0443492;-2.5046506;-2.0354614;-3.5274663;-4.739176;-3.5109272;-3.087873;-3.849544;-2.736199;-2.1207685;-2.9895086;-4.940257;-5.2118473;-7.175653;-9.707011;-9.419753;-8.208914;-7.7771554;-9.6234455;-11.591603;-8.969714;-5.1543956;-6.6603284;-8.365601;-8.034818;-8.240251;-8.408254;-9.405825;-7.8746495;-6.189398;-7.2235293;-5.530443;-4.7243776;-2.1094522;-0.60439026;-4.408393;-3.740734;-2.962524;-5.319787;-6.6176744;-6.450542;-6.4940658;-6.322581;-6.405277;-5.1204467;-3.255876;-2.1817021;-3.6267009;-3.3516288;-2.3993225;-0.08819485;-3.7198424;-0.6862153;-0.76542914;-0.6035198;-3.7851286;-3.592752;-4.285655;-4.2316856;-4.7078385;-4.8462453;-5.1056485;-4.3439775;0.938973;-0.08558333;0.99555427;0.55596125;-1.6742116;-2.306181;-1.6480972;-0.30146265;-1.5358051;-1.2911998;-0.046411753;4.2468014;2.403993;0.044118285;-0.94300735;-1.2250432;-3.4012465;-3.0922256;-4.6582212;-5.6087866;-5.4816966;-6.371328;-4.024511;-4.840152;-4.284785;-0.84812486;0.8423496;3.3423715;-1.5096906;-0.50776684;-1.9884552;-1.9475425;-5.513034;-5.1204467;-4.8505974;-5.2954135;-6.8770776;-5.8977866;-2.8641596;-3.6684842;-4.5050163;-5.0003204;-2.3009582;0.2991693;-0.66532385;0.43670535;0.2382356;0.6247293
-47.25;-26.25;-2.9494667;-2.6813583;-4.292619;-0.9247273;-0.16740859;5.3209753;-3.7363815;0.99642473;-2.302699;-3.6623907;-4.191643;-4.4937;-4.4562697;-2.7353282;-2.5568795;-2.1024885;-3.344665;-4.747881;-3.591011;-3.0617585;-3.6858935;-3.4691439;-2.1198978;-2.950337;-5.114353;-5.390296;-7.3393035;-10.08567;-9.74096;-8.174094;-8.060932;-9.8314905;-11.558525;-8.838271;-5.5600395;-6.9110265;-8.542308;-8.001739;-8.104456;-8.064414;-9.445868;-7.6239505;-5.9413104;-7.4838033;-6.6725144;-5.2832265;-3.6240897;-2.651762;-4.901956;-4.572914;-3.779035;-6.0823283;-6.924084;-6.888394;-6.51844;-6.321711;-6.468822;-5.4111876;-3.4404182;-2.3967109;-3.6893754;-4.965501;-2.2461176;0.40536797;-3.6867642;-0.5277878;-0.84551346;-0.7845799;-4.3909836;-3.3733912;-4.133321;-4.639941;-5.496495;-4.903697;-5.32588;-4.906308;0.0023351908;0.11897969;0.870205;1.358545;-2.0520005;-1.5976092;-1.790856;0.25303376;-1.5984796;-0.68447435;-0.26925492;4.2468014;2.7687244;0.8545363;-0.8577002;-1.349522;-3.4926467;-2.9982138;-4.6677966;-5.8272777;-5.6975756;-6.10322;-4.1481194;-5.3676634;-4.831447;-1.6811754;0.7727111;2.50758;-1.747332;-0.29275787;-2.0023828;-1.7873741;-5.0656066;-4.7905345;-5.0151186;-5.222293;-6.906674;-5.6296782;-3.3960233;-3.1818852;-5.167453;-5.1204467;-2.7849455;-0.62092936;-1.4948925;0.63082266;-0.24923384;0.81188273
-47.25;-26.0;-4.3169928;-2.7997437;-4.8993444;-2.0650578;-1.3765069;4.982358;-5.660145;0.58991003;-1.7055489;-3.5988455;-4.2395196;-4.539836;-4.3204746;-2.7031202;-2.6282592;-2.2487292;-3.1618638;-4.453658;-3.5353003;-2.944244;-3.4186559;-3.4247494;-1.9797505;-2.8746052;-5.251889;-5.616621;-7.3601947;-10.44692;-9.836714;-8.126218;-8.295091;-10.147475;-11.275619;-8.67288;-6.282539;-7.107755;-8.963621;-8.121865;-8.264625;-7.950381;-9.519858;-7.371511;-5.5252204;-7.5438666;-7.294909;-5.881247;-4.7827;-4.491959;-5.4111876;-5.23448;-4.618179;-6.8962283;-7.0973096;-7.2714057;-6.707334;-6.259907;-6.206807;-5.6949644;-3.8025384;-2.5725484;-3.7677188;-5.2301273;-1.8526603;0.9015423;-3.7006917;-0.3249656;-1.0361489;-1.1223265;-4.609474;-3.0870028;-3.881752;-4.893251;-6.1258526;-4.841022;-5.5051994;-5.6862593;-1.7186061;0.37490118;0.846702;2.1898544;-1.9814914;-0.9116701;-1.7534252;0.58903956;-1.9928077;0.08067858;-0.3667487;4.323404;3.180462;1.6945506;-0.57392323;-1.461814;-3.4073396;-2.7701473;-4.469327;-5.721949;-5.8002925;-5.981353;-4.192514;-5.6740727;-5.25363;-2.342741;0.5411631;0.99642473;-0.6226703;-0.20570982;-2.373208;-1.7856332;-4.5502815;-4.6547394;-5.2736516;-4.9698534;-6.674256;-5.5165157;-3.8486738;-2.5838647;-5.757639;-5.114353;-2.5873466;-2.3758197;-2.613461;1.0486536;-0.84029067;1.2645329
-47.0;-29.0;-5.1578774;-3.6824117;-5.171805;-2.8450089;-1.8700699;4.6942286;-4.992486;0.24345851;-1.6890098;-3.4761076;-4.161176;-4.5198145;-4.003619;-2.9033313;-2.841527;-2.3035693;-2.982545;-4.00449;-3.3411832;-2.7196598;-3.098319;-3.134879;-2.3610215;-2.5377288;-5.338067;-5.616621;-7.2513843;-10.652354;-9.824527;-8.383881;-8.622392;-10.361613;-11.090206;-8.518805;-7.123424;-7.2383275;-9.442386;-8.181058;-8.625874;-8.163649;-9.357948;-7.2104716;-5.4869194;-7.545607;-7.4028487;-6.4400964;-5.355477;-5.3894253;-6.1093135;-5.546112;-5.732395;-7.3027434;-7.490767;-7.539514;-7.02593;-6.340862;-6.014431;-5.960461;-3.9809866;-2.740551;-3.710267;-4.8253536;-1.7760578;1.2105632;-3.8626013;-0.2118032;-1.1588868;-1.1702029;-4.332661;-2.946855;-3.5805655;-5.136986;-6.4853616;-5.0011907;-5.5582986;-5.9378285;-2.8354335;0.38621747;0.82929236;1.9905143;-2.0633168;-0.8942603;-1.5044676;0.9328796;-1.9449311;0.54812694;-0.5417155;4.29816;3.3371487;2.0627642;-0.19613445;-1.3303715;-3.378614;-2.6587257;-4.175975;-5.500847;-6.1841745;-5.9561086;-4.2917485;-5.3485126;-5.381591;-2.734458;-0.1978755;0.12420261;0.524624;-2.8084488;-2.3923588;-1.8134886;-3.912219;-4.5537634;-5.370275;-4.8723598;-6.361753;-5.8542624;-4.0271225;-2.1581993;-6.1241117;-5.2196817;-2.0807261;-3.2428188;-3.4247494;1.1748734;-1.4130672;1.7850807
-47.0;-28.75;-5.603564;-4.643423;-5.3171754;-3.3194213;-1.5453802;4.6785603;-4.1341915;-0.34933913;-1.5810701;-3.3760023;-4.024511;-4.424932;-3.64324;-3.152289;-2.9912496;-2.2983465;-2.7736292;-3.5509691;-3.1479363;-2.474184;-2.7980027;-2.898108;-3.089614;-2.2443767;-5.2632055;-5.594859;-7.257478;-10.695007;-9.875885;-8.712051;-8.883536;-10.677598;-10.956152;-8.395197;-7.5786853;-7.2531257;-9.799283;-8.397808;-8.7024765;-8.315983;-9.000181;-6.768267;-5.636642;-7.462911;-7.6822724;-6.716909;-5.718467;-5.967425;-6.2364035;-5.358088;-6.425298;-7.5142703;-7.7310195;-7.511658;-6.991981;-6.367846;-5.755898;-6.2337923;-3.9400744;-2.8267288;-3.5736017;-4.3082876;-1.8622354;1.3446172;-3.9975262;-0.14303517;-1.1928355;-1.1710733;-3.9879508;-2.7840753;-3.3455358;-5.2466664;-6.557611;-5.148302;-5.4024825;-6.0283585;-3.3925414;0.14422369;0.89893085;1.8460144;-1.5741061;-0.72625744;-1.0483357;1.0573585;-1.6124073;0.8562773;-0.59394443;4.266823;3.3110342;2.2525291;0.18687725;-1.103176;-3.4430294;-2.41325;-3.8991618;-5.3650517;-6.2381444;-5.8490396;-4.3605165;-4.995968;-5.355477;-3.0347738;-0.9116701;0.10331106;0.25303376;-5.2806153;-2.6239066;-1.8587536;-3.5030928;-4.4432125;-5.370275;-4.7922754;-6.353048;-6.223346;-4.2395196;-1.998901;-6.172858;-5.2762628;-1.79782;-3.4560866;-3.8921976;0.8136237;-1.5741061;2.1515534
-47.0;-28.5;-5.812479;-5.500847;-5.4512296;-3.4926467;-1.0143868;4.7751837;-3.0852618;-0.7480196;-1.5027267;-3.3002706;-3.8948092;-4.3074174;-3.116599;-3.277638;-3.1105056;-2.2426357;-2.5046506;-3.1453247;-2.9459848;-2.1860547;-2.5577502;-2.7657952;-3.745957;-2.1581993;-4.987263;-5.6279373;-7.35062;-10.660189;-9.896776;-8.991476;-9.168183;-10.883032;-10.848212;-8.323817;-7.851146;-7.322764;-10.224077;-8.825214;-8.544048;-8.206302;-8.578868;-6.259907;-5.665368;-7.264442;-8.017407;-6.6994996;-5.9743886;-6.334768;-5.9917984;-5.0542903;-6.786548;-7.7614865;-7.900764;-7.29752;-6.7761016;-6.297337;-5.5365367;-6.420075;-3.849544;-2.7962618;-3.433454;-3.972282;-2.0163107;1.4403701;-4.122875;-0.217026;-1.2476758;-1.007423;-3.7433453;-2.670042;-3.1827555;-5.2666874;-6.560222;-5.249278;-5.1996603;-5.977;-3.799056;-0.33280003;0.81710565;1.9626589;-0.73496234;-0.66532385;-0.5138601;0.9337501;-1.6480972;0.937232;-0.55129087;4.3190513;3.1708868;2.4936523;0.4541149;-0.8002485;-3.467403;-2.1425304;-3.6676135;-5.2623353;-6.154578;-5.6801662;-4.341366;-4.6051216;-5.3311033;-3.4186559;-1.4835762;0.61167204;-0.32061327;-5.935217;-3.19059;-2.118157;-3.395153;-4.3761854;-5.493883;-4.887158;-6.530626;-6.295596;-4.504146;-1.9135939;-5.9047503;-5.2031426;-1.8561422;-3.1218219;-4.216887;-0.082101464;-1.5149134;2.3883243
-47.0;-28.25;-5.822925;-6.019654;-5.5765786;-3.487424;-0.560866;4.2955484;-1.7525548;-0.9952363;-1.5584375;-3.3385715;-3.8086314;-4.2203693;-2.4794068;-3.3211622;-3.1636052;-2.1738677;-2.2095575;-2.8136716;-2.6830993;-1.8822566;-2.407157;-2.6561146;-4.0706463;-2.217392;-4.5668206;-5.869931;-7.576945;-10.585327;-9.955099;-9.21693;-9.532045;-10.997065;-10.738532;-8.344708;-8.027853;-7.570851;-10.694138;-9.309202;-8.2211;-7.864203;-8.222841;-5.8133497;-5.477344;-6.970219;-8.218489;-6.3843856;-6.0840693;-6.493196;-5.510422;-4.9359045;-6.7734904;-8.055709;-8.048745;-7.0938277;-6.462729;-6.118889;-5.3876843;-6.4705634;-3.7476978;-2.6987681;-3.4256196;-3.8417096;-2.2226148;1.3507106;-4.2264624;-0.48252285;-1.4034919;-0.73235095;-3.6858935;-2.566455;-2.9851565;-5.2074947;-6.5715384;-5.257112;-5.039492;-5.8525214;-4.1011133;-0.91776335;0.5829462;2.2011707;0.048470736;-0.7114593;-0.0063695908;0.5690185;-2.1747384;0.86498207;-0.49296868;4.274657;2.9454322;2.8253057;0.5881691;-0.49558008;-3.467403;-1.8822566;-3.5187612;-5.202272;-6.001374;-5.3624406;-4.2430015;-4.319604;-5.3154345;-3.8443213;-1.8500487;1.4325359;-0.7201642;-4.9489617;-3.7346406;-2.8571954;-3.5500984;-4.3892426;-5.6975756;-5.1413383;-6.7969937;-6.278187;-4.7443986;-1.9127234;-5.4529705;-4.8801937;-2.1808314;-2.603015;-4.3909836;-1.2398413;-1.4592026;2.3622098
-47.0;-28.0;-5.6610155;-6.017042;-5.660145;-3.4700146;-0.38589942;2.8244352;-0.1700201;-1.2389709;-1.7995609;-3.5413938;-3.764237;-4.190773;-1.8448259;-3.4012465;-3.116599;-2.0972652;-1.9405788;-2.5238013;-2.3497052;-1.6237236;-2.3557982;-2.463738;-3.9818573;-2.269621;-4.089797;-6.3382497;-7.962568;-10.448662;-10.097857;-9.405825;-9.958581;-11.084113;-10.588809;-8.477022;-8.14885;-8.013926;-11.079761;-9.625186;-7.882484;-7.4611707;-8.029594;-5.513904;-5.1247993;-6.600265;-8.168871;-5.8290186;-5.963943;-6.423557;-4.9811697;-5.1230583;-6.346084;-8.356895;-8.191504;-7.0755477;-6.1136656;-5.8272777;-5.319787;-6.3382497;-3.6223488;-2.631741;-3.710267;-3.849544;-2.526413;0.9337501;-4.3187337;-0.8855556;-1.703808;-0.47381794;-3.834746;-2.4193435;-2.6648192;-5.0508084;-6.5924306;-5.1361156;-4.9141426;-5.688871;-4.229074;-1.4565912;0.31744945;2.3743966;0.2826302;-0.80111897;0.40014517;0.071103215;-2.9546895;0.73615086;-0.4807819;3.8986092;2.6825469;3.1708868;0.6081902;-0.2814417;-3.5152793;-1.6733412;-3.5187612;-5.1778984;-5.8290186;-4.898474;-4.0837035;-4.195125;-5.257112;-4.1524715;-1.9858438;2.229026;-0.8664049;-3.4482522;-3.8991618;-4.093279;-3.9043846;-4.471938;-5.8507805;-5.4930124;-7.047692;-6.466211;-4.9010854;-2.0467777;-5.0194707;-4.2560587;-2.6221657;-2.2678795;-4.3387547;-2.237413;-1.5418984;1.9818095
-47.0;-27.75;-5.442525;-5.5748377;-5.7263017;-3.57099;-0.8167876;1.0573585;1.588352;-1.4061033;-2.1930184;-3.8234296;-3.725936;-4.1690106;-1.2024108;-3.5553217;-3.0095296;-1.9153348;-1.7412387;-2.1190276;-2.0467777;-1.468778;-2.3671145;-2.0667987;-3.6406288;-2.1817021;-3.5944934;-6.737801;-8.38301;-10.19187;-10.152698;-9.502448;-10.374671;-11.11545;-10.364225;-8.658082;-8.277681;-8.440461;-11.279971;-9.653913;-7.808492;-7.209602;-8.025242;-5.4198923;-4.7731247;-6.10409;-8.023501;-5.2832265;-5.654052;-6.227699;-4.749622;-5.462546;-5.604434;-8.707699;-8.306407;-7.2905564;-5.8316298;-5.386814;-5.3511243;-5.900398;-3.5135384;-2.7118254;-4.36661;-3.982728;-3.0182347;0.38708794;-4.470197;-1.2415825;-2.1138043;-0.32757723;-4.162047;-2.2382832;-2.287901;-4.76442;-6.618545;-4.9028263;-4.7365646;-5.375498;-4.259541;-1.8439554;0.14161217;2.5284717;-0.47294748;-0.86814606;0.67260575;-0.26577294;-3.502222;0.5577022;-0.517342;3.1978717;2.4814656;3.4329016;0.49415708;-0.19961643;-3.638888;-1.6150187;-3.7398634;-5.049067;-5.7602506;-4.505887;-3.8887157;-3.9409447;-5.1543956;-4.2316856;-1.9162053;2.4170501;-1.0796729;-2.4585152;-3.8826222;-5.358088;-4.404911;-4.5467997;-5.9064913;-5.967425;-7.1713004;-6.787418;-5.005543;-2.2443767;-4.826224;-3.505704;-3.1357498;-2.2435064;-4.1167817;-2.7684064;-1.7133833;1.3811774
-47.0;-27.5;-5.3136935;-5.057772;-5.586154;-3.6780596;-1.4348291;1.0643222;3.1813326;-0.819399;-2.6543736;-3.8669538;-3.7633667;-4.1716223;-1.0700976;-3.9331102;-2.8336926;-1.8152295;-1.5932568;-1.7769283;-1.8352505;-1.305998;-2.295735;-2.1077113;-3.482201;-2.0667987;-3.1270447;-6.8857827;-8.837401;-10.060427;-10.104821;-9.696566;-10.731568;-10.926556;-10.258897;-8.880054;-8.442203;-8.785172;-11.276489;-9.490262;-7.711869;-7.1869693;-8.041781;-5.529573;-4.505887;-5.772437;-7.7919536;-4.9489617;-5.2127175;-6.0553436;-5.21707;-5.587895;-4.715673;-8.970585;-8.423052;-7.5073066;-5.7115035;-5.2127175;-5.426856;-5.3842025;-3.398635;-2.9015903;-4.7914047;-4.144637;-3.4830718;-0.1752429;-4.5824895;-1.3382057;-2.403675;-0.15696287;-4.266505;-1.877904;-1.8517896;-4.3439775;-6.5811143;-4.618179;-4.685206;-4.87323;-3.9949145;-2.1494942;0.16946757;2.5188963;-1.420031;-0.86814606;0.99555427;-0.28579402;-3.6162553;0.41494334;-0.42071855;2.673842;2.4509988;3.7001395;0.5150486;-0.2283423;-3.7590141;-1.5532147;-4.161176;-4.8627844;-5.808997;-4.2873964;-3.5588036;-3.7085261;-4.871489;-3.9792457;-1.6124073;1.7450386;-0.39721572;-2.21391;-3.2445598;-5.7628617;-4.96376;-4.7400465;-5.654052;-6.2546835;-7.179135;-6.945846;-5.079534;-2.318368;-4.5842304;-2.804967;-3.3411832;-2.4628677;-3.9809866;-2.6830993;-1.695103;0.49154568
-47.0;-27.25;-5.3676634;-4.80098;-5.30673;-3.707656;-1.8169705;1.3428762;4.150178;-0.13868272;-2.9024606;-3.9191828;-3.7111378;-4.1507306;-1.0744499;-4.234297;-2.72053;-1.8396031;-1.487058;-1.6489676;-1.6185008;-1.1127511;-2.225226;-2.5133557;-3.2993999;-1.8430849;-3.1253037;-6.596783;-9.313554;-9.940301;-10.251062;-9.88546;-11.152881;-10.788149;-10.168366;-9.169054;-8.808675;-8.893982;-11.407062;-9.557289;-7.962568;-7.1834874;-8.118383;-5.810738;-4.593806;-5.444266;-7.6030593;-4.840152;-4.941128;-5.842946;-5.6749434;-5.7437115;-3.938333;-9.086358;-8.593666;-7.5316796;-5.3371964;-5.390296;-5.4999766;-5.1387267;-3.3403125;-3.49787;-4.831447;-4.3935947;-3.9026437;-0.7549833;-4.614697;-1.5654014;-2.35841;0.028449655;-4.195996;-1.5741061;-1.5506033;-3.8843637;-6.530626;-4.417098;-4.6338477;-4.3927245;-3.7537913;-2.4898524;0.09286523;2.578089;-1.6707295;-0.80111897;1.4159967;0.105051994;-3.5065746;0.37751257;-0.48774564;2.4100862;2.556327;3.9264646;0.61950636;-0.3667487;-3.8547668;-1.5593079;-4.5807486;-4.6765013;-5.8873405;-4.1507306;-3.0043068;-3.4108214;-4.6025105;-3.635406;-1.519266;1.2514758;0.86237067;-2.1973705;-2.6848402;-5.915196;-5.4146695;-5.097814;-5.410317;-6.382644;-7.542996;-7.0877337;-5.2649465;-2.2443767;-4.4649744;-2.4158616;-3.086132;-2.6978974;-4.024511;-2.4106388;-1.6167599;-0.09341776
-47.0;-27.0;-5.553076;-4.6373296;-4.9106607;-3.7198424;-1.8622354;1.3115389;4.2093706;0.33398855;-2.9477258;-3.948779;-3.5509691;-4.1977367;-1.1684619;-4.341366;-2.6239066;-1.9605998;-1.349522;-1.5854224;-1.3303715;-0.9160224;-2.078115;-2.8310814;-3.1618638;-1.6559314;-3.1801443;-6.101479;-9.72094;-9.876756;-10.497409;-10.149216;-11.65689;-10.739403;-10.091764;-9.482428;-9.155997;-8.985383;-11.572453;-9.780132;-8.418699;-7.1686893;-8.203691;-6.205937;-4.8801937;-4.9228473;-7.4559474;-4.957667;-4.8236127;-5.6305485;-5.9430513;-5.770696;-4.198607;-9.066338;-8.683326;-7.576074;-5.376368;-5.7141147;-5.584413;-5.1195765;-3.1540298;-3.915701;-4.6590915;-4.594676;-4.144637;-1.1797782;-4.579878;-1.8900908;-2.0302382;0.2216965;-3.9714117;-1.4043623;-1.3303715;-3.4882946;-6.48362;-4.3256974;-4.4127455;-4.0253816;-3.5152793;-2.8267288;-0.18742967;2.3996406;-0.3946041;-0.7419261;1.9600475;0.9676989;-2.9764514;0.5542203;-0.62354076;2.3569868;2.759149;4.146696;0.846702;-0.5695709;-3.9348512;-1.5401574;-4.870619;-4.52939;-5.8742833;-3.9409447;-2.482018;-3.0565357;-4.3561645;-3.3707795;-1.6707295;0.89109653;2.1637402;-2.4228253;-2.0807261;-6.0118194;-5.8203135;-5.4816966;-5.43382;-6.532367;-8.121865;-7.2592187;-5.5365367;-2.1782203;-4.413616;-2.275714;-2.5734186;-2.7631836;-4.123746;-2.1581993;-1.7168652;-0.4912275
-47.0;-26.75;-5.737618;-4.4597516;-4.3953357;-3.6589088;-1.729052;0.93200916;3.8611784;0.45672643;-2.8667707;-3.9766345;-3.3472767;-4.3108993;-1.3738955;-4.3605165;-2.4907231;-2.0998769;-1.253769;-1.5445098;-0.9786972;-0.7192937;-1.8822566;-3.0530539;-3.0652404;-1.4740008;-3.1113763;-5.982223;-9.966415;-9.810599;-10.680209;-10.478258;-12.12956;-10.71764;-10.000363;-9.733126;-9.498096;-9.135105;-11.671688;-10.170108;-8.814769;-7.0886045;-8.296832;-6.631602;-5.267558;-4.354423;-7.2661824;-5.2292566;-4.609474;-5.457323;-6.135428;-5.8638377;-5.301507;-8.965362;-8.678973;-7.607412;-5.9952803;-5.928253;-5.640124;-5.251019;-2.9224815;-3.7781649;-4.47542;-4.887158;-4.284785;-1.468778;-4.487607;-2.2513404;-1.5340642;0.3688078;-3.6502042;-1.3651906;-1.1884831;-3.1374907;-6.3965726;-4.3674803;-4.0001373;-3.7433453;-3.2489123;-2.997343;-0.52691734;2.011406;1.6327465;-0.71842325;2.5772185;1.791174;-1.9780096;0.9790151;-0.6775106;2.4240139;3.0246458;4.3068647;1.215786;-0.7889322;-3.9757638;-1.5288411;-5.0020614;-4.2934895;-5.7167263;-3.6841526;-2.0554824;-2.6230364;-4.1341915;-3.2036471;-1.8439554;0.63952744;3.138679;-2.663949;-1.4557208;-6.0440273;-6.222476;-5.755898;-5.8037744;-6.815274;-8.713793;-7.4777102;-5.808127;-2.1747384;-4.3953357;-2.2461176;-2.0389433;-2.5882168;-4.173363;-2.0180516;-1.8909613;-0.71581185
