jan_U,jan_V,fev_U,fev_V,mar_U,mar_V,abr_U,abr_V,mai_U,mai_V,jun_U,jun_V,jul_U,jul_V,ago_U,ago_V,ste_U,ste_V,out_U,out_V,nov_U,nov_V,dez_U,dez_V
-2.5347368717193604,-1.0275239944458008,-2.07122802734375,-1.1685707569122314,-1.9710092544555664,-0.5213161706924438,-1.059897780418396,-0.5951583981513977,0.1470731943845749,-0.07819673418998717,0.8175897598266602,-0.8449012637138367,0.4415626525878906,-0.7657506465911865,-0.18369343876838684,-1.073607325553894,-1.3431189060211182,-0.5407220721244812,-2.0016584396362305,-0.9394083619117736,-2.29771089553833,-0.9129282236099244,-2.088751554489136,-1.04804790019989
-2.5591554641723637,-0.8349129557609558,-2.129464626312256,-0.9798161387443542,-2.036659479141236,-0.35792580246925354,-1.1836113929748535,-0.40968972444534296,0.008587894961237906,0.0626981258392334,0.645723819732666,-0.6724938750267029,0.2772997915744781,-0.5226402878761292,-0.3144676685333252,-0.7604053020477295,-1.4664046764373782,-0.2804323136806488,-2.0892081260681152,-0.673562228679657,-2.3925583362579346,-0.7019051909446716,-2.1588692665100098,-0.8524358868598938
-2.60517692565918,-0.6529994010925293,-2.2128002643585205,-0.8039438724517822,-2.1291818618774414,-0.19963598251342773,-1.3343061208724976,-0.23043249547481534,-0.17200613021850586,0.18249978125095367,0.44452524185180653,-0.4998733103275299,0.06520511955022812,-0.29352155327796936,-0.5104912519454956,-0.4728502929210663,-1.6427468061447144,-0.06188056990504265,-2.222400426864624,-0.4413545727729797,-2.519294261932373,-0.5110813975334167,-2.2574217319488525,-0.6751578450202942
-2.665758848190308,-0.508255124092102,-2.3075156211853027,-0.6639088988304138,-2.231745719909668,-0.08145970851182938,-1.4947872161865234,-0.10600155591964723,-0.3504679501056671,0.2592030465602875,0.2397539019584656,-0.3767977952957153,-0.14260651171207428,-0.12328488379716873,-0.6988639235496521,-0.25388604402542114,-1.80865490436554,0.10733621567487717,-2.3602006435394287,-0.2597228586673737,-2.6578094959259038,-0.3455895781517029,-2.367816925048828,-0.5255473256111145
-2.792264461517334,-0.37462350726127625,-2.4565224647521973,-0.5307253003120422,-2.389655351638794,0.0329972542822361,-1.7026686668395996,0.008331266231834887,-0.5723551511764526,0.3239896297454834,-0.020023483783006668,-0.2517886161804199,-0.4271868169307709,0.01084671262651682,-0.9652086496353148,-0.08452475816011429,-2.0461926460266118,0.2470457255840301,-2.5759918689727783,-0.10809598118066788,-2.8723838329315186,-0.20214684307575226,-2.557180404663086,-0.3980527222156525
-2.8908674716949463,-0.2924094200134277,-2.5763590335845947,-0.4318910539150238,-2.52957534790039,0.1170152872800827,-1.896384119987488,0.08674599230289459,-0.7967444658279419,0.3758865296840668,-0.2842032611370087,-0.15095378458499908,-0.6972750425338745,0.11352631449699402,-1.1987707614898682,0.0314609631896019,-2.2450025081634517,0.348106324672699,-2.746809959411621,0.007433368358761072,-3.033314943313598,-0.0950947403907776,-2.708228349685669,-0.3077800273895264
-2.8719468116760254,-1.427908420562744,-2.3757104873657227,-1.6116769313812256,-2.1869456768035893,-0.897607147693634,-0.9597471356391908,-0.9786598086357116,0.2777579128742218,-0.4934388101100922,1.0599108934402466,-1.2994552850723269,0.5530963540077211,-1.489810585975647,-0.3787507116794586,-1.9945335388183596,-1.5841439962387085,-1.408214807510376,-2.2262063026428223,-1.5854843854904177,-2.405136108398437,-1.432100534439087,-2.317789316177368,-1.5033185482025146
-2.8328871726989746,-1.388773798942566,-2.3129093647003174,-1.6031488180160522,-2.144585371017456,-0.8720206022262573,-0.97842675447464,-0.9506545662879944,0.26418158411979675,-0.44884049892425537,1.0169718265533447,-1.2676939964294434,0.519960880279541,-1.410352349281311,-0.3565816879272461,-1.898720383644104,-1.5403692722320557,-1.3055651187896729,-2.192892074584961,-1.5212249755859375,-2.39375638961792,-1.371700882911682,-2.273935079574585,-1.4632993936538696
-2.7840888500213623,-1.329254388809204,-2.2623298168182373,-1.5508893728256226,-2.105145215988159,-0.8188050389289856,-1.0097208023071291,-0.8915987610816956,0.22611021995544436,-0.387457013130188,0.9611251950263976,-1.220636963844299,0.4682549238204956,-1.317434310913086,-0.36218419671058655,-1.7857872247695925,-1.5182199478149414,-1.1682897806167605,-2.172778606414795,-1.4217302799224854,-2.381877899169922,-1.2791497707366943,-2.235389947891236,-1.3884830474853516
-2.743246793746948,-1.2580511569976809,-2.235992670059204,-1.4644628763198853,-2.089285135269165,-0.7471803426742554,-1.0567852258682249,-0.8161461353302002,0.16803717613220215,-0.31020426750183105,0.8897854089736938,-1.1431902647018433,0.39607512950897217,-1.1939935684204102,-0.38221028447151184,-1.6293802261352541,-1.5217714309692385,-1.0033934116363523,-2.176572561264038,-1.2985275983810425,-2.3883135318756104,-1.1710212230682373,-2.2232859134674072,-1.2952150106430054
-2.690242290496826,-1.1428579092025757,-2.200924634933472,-1.344138741493225,-2.074016571044922,-0.6440918445587158,-1.1087993383407593,-0.7102742195129395,0.1083935797214508,-0.2315674424171448,0.8053621053695679,-1.046561598777771,0.3216798007488251,-1.0584795475006104,-0.4065527319908142,-1.4319981336593628,-1.534054160118103,-0.8196917772293091,-2.176454305648804,-1.1227699518203735,-2.3895392417907715,-1.0259785652160645,-2.2024989128112797,-1.16662859916687
-2.671642541885376,-1.0110493898391724,-2.21050763130188,-1.2118884325027466,-2.0998241901397705,-0.5293660163879395,-1.1895358562469482,-0.582775354385376,0.015707485377788544,-0.14018917083740234,0.6807714104652405,-0.9297600984573364,0.2109798938035965,-0.8953051567077637,-0.4732863306999207,-1.2032101154327393,-1.600887894630432,-0.6227619051933289,-2.216754198074341,-0.9333514571189879,-2.434539794921875,-0.8788198828697205,-2.222397804260254,-1.033131718635559
-2.7018632888793945,-0.8437594175338745,-2.276779890060425,-1.0488542318344116,-2.1728079319000244,-0.3901652097702025,-1.3167356252670288,-0.4249910712242127,-0.12247896194458008,-0.027201751247048375,0.5076965093612671,-0.7946034073829651,0.04479244351387024,-0.693162202835083,-0.603192925453186,-0.9346262216567992,-1.7261229753494265,-0.3961016833782196,-2.3093228340148926,-0.7040275931358337,-2.5336971282958984,-0.6978696584701538,-2.2950589656829834,-0.8660364151000977
-2.750351905822754,-0.7030383944511414,-2.3673157691955566,-0.9072004556655884,-2.2647225856781006,-0.2774499952793121,-1.4537255764007568,-0.3005813062191009,-0.2629557251930237,0.05288296192884445,0.32810962200164795,-0.6933416724205017,-0.1313650906085968,-0.5210608243942261,-0.746211588382721,-0.7014530897140503,-1.8672678470611568,-0.2120681703090668,-2.423340082168579,-0.5150070190429688,-2.6535964012146,-0.5347480773925781,-2.3795030117034908,-0.7200058698654175
-2.8111374378204346,-0.5583381056785583,-2.4623644351959233,-0.7673931717872621,-2.3675882816314697,-0.159431129693985,-1.6144852638244631,-0.17631308734416962,-0.44164028763771057,0.12928083539009094,0.12309035658836365,-0.5707118511199951,-0.3396230936050415,-0.3513215184211731,-0.9351086020469666,-0.4830176830291748,-2.0336499214172363,-0.0431869775056839,-2.561597347259521,-0.3335380554199219,-2.7924118041992188,-0.3693263828754425,-2.490178346633911,-0.5704842209815979
-2.8757283687591557,-0.4559980928897858,-2.551332235336304,-0.651209831237793,-2.475769281387329,-0.061105195432901376,-1.7749472856521606,-0.08320744335651398,-0.6176967024803162,0.1991276443004608,-0.08691126108169556,-0.4572192430496216,-0.5427961349487305,-0.21327912807464602,-1.1128696203231812,-0.3174950182437897,-2.1861896514892583,0.08664023131132126,-2.694886922836304,-0.1986431330442429,-2.924700260162353,-0.2415608763694763,-2.6022353172302246,-0.4580745995044708
-2.9676909446716313,-0.3777532875537872,-2.6638758182525635,-0.5542681813240051,-2.6112210750579834,0.022094393149018288,-1.9633127450942995,-0.006716305390000343,-0.8343826532363892,0.2508428394794464,-0.3396728932857513,-0.3601733148097992,-0.7972519993782043,-0.11239424347877502,-1.3325463533401491,-0.20406150817871094,-2.374025583267212,0.18748316168785092,-2.8581414222717285,-0.08611626923084259,-3.078199863433838,-0.13776618242263794,-2.745530605316162,-0.37035590410232544
-3.010992765426636,-0.31430232524871826,-2.7226662635803223,-0.4623585343360901,-2.7168142795562744,0.10493038594722748,-2.1277639865875244,0.07539862394332886,-1.0302790403366089,0.2990579307079315,-0.5608410835266113,-0.2836023569107056,-0.9946013689041138,-0.03702518716454506,-1.492794394493103,-0.1117803156375885,-2.524700164794922,0.2982910573482513,-2.981155633926392,0.038248632103204734,-3.191423892974853,-0.027919363230466843,-2.841923713684082,-0.2871198058128357
-3.0330398082733154,-0.26233348250389105,-2.7501728534698486,-0.3780927360057831,-2.7872958183288574,0.16078628599643707,-2.261465787887573,0.13139933347702026,-1.2049615383148191,0.3192400336265564,-0.7684124112129211,-0.22072753310203552,-1.173540711402893,0.03236139193177223,-1.6180322170257568,-0.0073105338960886,-2.643101692199707,0.3943110704421997,-3.0757369995117188,0.1478567272424698,-3.287964344024658,0.05914361774921417,-2.926957607269287,-0.21235322952270508
-2.88104248046875,-1.3264806270599363,-2.382925271987915,-1.5581153631210327,-2.2010743618011475,-0.8280722498893738,-0.9815266728401184,-0.8830408453941345,0.2383974641561508,-0.4292281270027161,1.0296902656555176,-1.2437026500701904,0.499102234840393,-1.4524216651916504,-0.4495546221733093,-1.924950122833252,-1.6549018621444702,-1.3287755250930786,-2.271322727203369,-1.4664365053176882,-2.4264016151428223,-1.3176844120025637,-2.354062080383301,-1.4019416570663452
-2.8953404426574707,-1.296330213546753,-2.3731510639190674,-1.5562487840652466,-2.201615810394287,-0.8065666556358337,-1.0452769994735718,-0.8692902922630309,0.189160630106926,-0.3986600041389465,0.9542811512947084,-1.2303683757781982,0.4156690239906311,-1.3980556726455688,-0.4932811558246613,-1.8603482246398928,-1.6794692277908323,-1.2508010864257812,-2.2995262145996094,-1.4152694940567017,-2.475705623626709,-1.2570592164993286,-2.359252691268921,-1.366934299468994
-2.87085509300232,-1.2442511320114136,-2.3431143760681152,-1.512062430381775,-2.1785216331481934,-0.7586236596107483,-1.0914932489395142,-0.8195405602455139,0.14387919008731842,-0.3445192873477936,0.8923373818397522,-1.192135214805603,0.3533945083618164,-1.316066026687622,-0.5165928006172179,-1.7647360563278198,-1.6804181337356567,-1.1303170919418335,-2.303999423980713,-1.3258674144744873,-2.4904415607452397,-1.1736587285995483,-2.3432533740997314,-1.2992916107177734
-2.8343489170074463,-1.193469524383545,-2.320261240005493,-1.451083064079285,-2.1649339199066158,-0.705445408821106,-1.1456427574157717,-0.7595767974853516,0.07941597700119019,-0.29441410303115845,0.8094397187232971,-1.1440799236297607,0.2628606259822845,-1.2199283838272097,-0.5606582164764404,-1.6483547687530518,-1.698438286781311,-1.0023761987686155,-2.321040391921997,-1.227116942405701,-2.501347064971924,-1.0870139598846436,-2.332973003387451,-1.2281100749969482
-2.815082550048828,-1.1021583080291748,-2.31872296333313,-1.365883231163025,-2.1765620708465576,-0.6220090985298157,-1.2225960493087769,-0.6653783321380615,-0.004668703768402338,-0.234718456864357,0.6910979747772217,-1.0747565031051636,0.14524979889392853,-1.1106479167938232,-0.6350789666175842,-1.4975425004959106,-1.7496715784072876,-0.8544588685035706,-2.36143159866333,-1.0870542526245115,-2.533265829086304,-0.9703844785690308,-2.346575736999512,-1.1314572095870972
-2.8026270866394043,-0.9868237376213074,-2.33832049369812,-1.255086898803711,-2.210320949554444,-0.5312262177467346,-1.3108243942260742,-0.5627273321151733,-0.10960760712623596,-0.17594829201698306,0.5456451773643494,-0.9911015033721924,0.00573246367275715,-0.9829855561256408,-0.7317782044410706,-1.3078055381774902,-1.831463932991028,-0.6860578060150146,-2.414907217025757,-0.9186053276062012,-2.5802011489868164,-0.8391114473342896,-2.37060284614563,-1.0123976469039917
-2.8232343196868896,-0.8606709837913513,-2.3959014415740967,-1.127216339111328,-2.277516841888428,-0.4318560361862183,-1.4227310419082642,-0.4548845589160919,-0.2324302494525909,-0.11498770862817766,0.3857841491699219,-0.9165862202644348,-0.15367832779884338,-0.8480246663093567,-0.8570536971092224,-1.1110553741455078,-1.9549906253814695,-0.5155057907104492,-2.5075724124908447,-0.743999719619751,-2.6681368350982666,-0.6995559930801392,-2.4200055599212646,-0.8838073015213013
-2.871476650238037,-0.7203226089477539,-2.486205577850342,-0.9860788583755492,-2.3691747188568115,-0.3195406794548035,-1.558886170387268,-0.3309807777404785,-0.3714775741100311,-0.035362794995307915,0.2071437388658524,-0.8165009617805481,-0.328846275806427,-0.6767972707748413,-0.9984975457191468,-0.8786206245422363,-2.095043659210205,-0.33212608098983765,-2.62061095237732,-0.5555639863014221,-2.7872745990753174,-0.5365412831306458,-2.5035741329193115,-0.738417387008667
-2.924309730529785,-0.618130624294281,-2.5737111568450928,-0.8732404708862305,-2.46641206741333,-0.2377935647964477,-1.7015293836593628,-0.2441244572401047,-0.5161997079849243,0.01925536617636681,0.015307920053601263,-0.736877977848053,-0.5133672952651978,-0.554222822189331,-1.1464622020721436,-0.7108732461929321,-2.22761869430542,-0.1992451697587967,-2.730682611465454,-0.41726312041282654,-2.8980998992919917,-0.40379175543785095,-2.583930015563965,-0.6257037520408629
-2.9896581172943115,-0.5177134871482849,-2.66298508644104,-0.7579559683799744,-2.5743415355682373,-0.1407414823770523,-1.86168110370636,-0.15197555720806122,-0.6916177868843079,0.0901234894990921,-0.196396678686142,-0.6226593255996704,-0.717411458492279,-0.4151017963886261,-1.3247169256210327,-0.5453381538391113,-2.380445957183838,-0.0702565386891365,-2.8643462657928467,-0.2838781476020813,-3.030791044235229,-0.2775922417640686,-2.6961500644683842,-0.5145226716995239
-3.0389530658721924,-0.444196343421936,-2.7317111492156982,-0.6559185385704039,-2.67737889289856,-0.05645034834742546,-2.015820980072021,-0.07337452471256256,-0.8675373792648315,0.14685846865177155,-0.4017345309257507,-0.5254035592079163,-0.9049900770187378,-0.301133394241333,-1.4888936281204224,-0.4095254540443421,-2.5174560546875,0.04637055099010468,-2.985215902328491,-0.1637573391199112,-3.1383266448974614,-0.16989067196846008,-2.789736747741699,-0.4195193946361542
-3.0662143230438232,-0.3770489394664765,-2.7754673957824707,-0.5580687522888184,-2.7710130214691158,0.027649886906147003,-2.16814923286438,0.011187299154698849,-1.0521094799041748,0.20088674128055573,-0.6106376051902771,-0.4317664802074432,-1.0854578018188477,-0.20225597918033603,-1.6401445865631104,-0.28943097591400146,-2.65664005279541,0.17337240278720856,-3.0952253341674805,-0.026420963928103447,-3.235050678253174,-0.050092119723558426,-2.868239402770996,-0.3275112509727478
-3.0769286155700684,-0.32621052861213684,-2.7997424602508545,-0.4708113074302673,-2.843573093414306,0.09277376532554626,-2.2995126247406006,0.08150038868188858,-1.2141541242599487,0.2369324117898941,-0.7978301048278809,-0.3483739793300629,-1.2419586181640625,-0.11331590265035628,-1.761729717254639,-0.17231924831867218,-2.775742769241333,0.28101664781570435,-3.1842958927154537,0.0918164849281311,-3.324284553527832,0.04263688996434212,-2.942976474761963,-0.24941518902778625
-3.0771586894989014,-0.292137086391449,-2.8110151290893555,-0.3919844925403595,-2.9004716873168945,0.15793593227863312,-2.416544198989868,0.15907539427280426,-1.3464277982711792,0.2916486859321594,-0.9507672786712646,-0.2376130819320679,-1.3629897832870483,-0.005394363775849342,-1.839332103729248,-0.038028478622436516,-2.871286630630493,0.3932502567768097,-3.2619733810424805,0.22079680860042566,-3.4165050983428955,0.1314668357372284,-3.0158333778381348,-0.1903182417154312
-2.9141860008239746,-1.2457454204559326,-2.421757459640503,-1.527295470237732,-2.2390928268432617,-0.7761926651000977,-1.0288251638412476,-0.801871657371521,0.1837197691202164,-0.3757564425468445,0.9766067266464232,-1.199369192123413,0.4174827337265015,-1.4192291498184204,-0.5484794974327087,-1.864519715309143,-1.7580485343933103,-1.262295842170715,-2.349297046661377,-1.3701099157333374,-2.4834954738616943,-1.2150102853775024,-2.423649787902832,-1.3132264614105225
-2.9308433532714844,-1.2155568599700928,-2.41640567779541,-1.5253862142562866,-2.241895198822021,-0.7548878788948059,-1.0959577560424805,-0.7886659502983093,0.13150201737880707,-0.346685528755188,0.8983384370803833,-1.187525510787964,0.3292095363140106,-1.36749267578125,-0.5980128645896912,-1.8030147552490237,-1.7886886596679688,-1.1863696575164795,-2.381877899169922,-1.3190433979034424,-2.5369789600372314,-1.152403712272644,-2.4326658248901367,-1.2775282859802246
