jan_U,fev_U,mar_U,abr_U,mai_U,jun_U,jul_U,ago_U,ste_U,out_U,nov_U,dez_U,longitude,latitude
-2.8953404426574707,-2.3731510639190674,-2.201615810394287,-1.0452769994735718,0.18916063010692596,0.9542811512947083,0.4156690239906311,-0.49328115582466125,-1.6794692277908325,-2.2995262145996094,-2.475705623626709,-2.359252691268921,-47.0,-28.75
-2.8708550930023193,-2.3431143760681152,-2.1785216331481934,-1.0914932489395142,0.14387919008731842,0.8923373818397522,0.3533945083618164,-0.516592800617218,-1.6804181337356567,-2.303999423980713,-2.4904415607452393,-2.3432533740997314,-47.0,-28.5
-2.8343489170074463,-2.320261240005493,-2.164933919906616,-1.1456427574157715,0.07941597700119019,0.8094397187232971,0.26286062598228455,-0.5606582164764404,-1.698438286781311,-2.321040391921997,-2.501347064971924,-2.332973003387451,-47.0,-28.25
-2.815082550048828,-2.31872296333313,-2.1765620708465576,-1.2225960493087769,-0.004668703768402338,0.6910979747772217,0.14524979889392853,-0.6350789666175842,-1.7496715784072876,-2.36143159866333,-2.5332658290863037,-2.3465757369995117,-47.0,-28.0
-2.8026270866394043,-2.33832049369812,-2.2103209495544434,-1.3108243942260742,-0.10960760712623596,0.5456451773643494,0.005732463672757149,-0.7317782044410706,-1.8314639329910278,-2.414907217025757,-2.5802011489868164,-2.37060284614563,-47.0,-27.75
-2.8232343196868896,-2.3959014415740967,-2.2775168418884277,-1.4227310419082642,-0.23243024945259094,0.3857841491699219,-0.15367832779884338,-0.8570536971092224,-1.9549906253814697,-2.5075724124908447,-2.6681368350982666,-2.4200055599212646,-47.0,-27.5
-2.871476650238037,-2.486205577850342,-2.3691747188568115,-1.558886170387268,-0.37147757411003113,0.20714373886585236,-0.328846275806427,-0.9984975457191467,-2.095043659210205,-2.6206109523773193,-2.7872745990753174,-2.5035741329193115,-47.0,-27.25
-2.924309730529785,-2.5737111568450928,-2.46641206741333,-1.7015293836593628,-0.5161997079849243,0.015307920053601265,-0.5133672952651978,-1.1464622020721436,-2.22761869430542,-2.730682611465454,-2.898099899291992,-2.583930015563965,-47.0,-27.0
-2.9896581172943115,-2.66298508644104,-2.5743415355682373,-1.8616811037063599,-0.6916177868843079,-0.19639667868614197,-0.717411458492279,-1.3247169256210327,-2.380445957183838,-2.8643462657928467,-3.0307910442352295,-2.696150064468384,-47.0,-26.75
-3.0389530658721924,-2.7317111492156982,-2.6773788928985596,-2.0158209800720215,-0.8675373792648315,-0.40173453092575073,-0.9049900770187378,-1.4888936281204224,-2.5174560546875,-2.985215902328491,-3.138326644897461,-2.789736747741699,-47.0,-26.5
-3.0662143230438232,-2.7754673957824707,-2.771013021469116,-2.16814923286438,-1.0521094799041748,-0.6106376051902771,-1.0854578018188477,-1.6401445865631104,-2.65664005279541,-3.0952253341674805,-3.235050678253174,-2.868239402770996,-47.0,-26.25
-3.0769286155700684,-2.7997424602508545,-2.8435730934143066,-2.2995126247406006,-1.2141541242599487,-0.7978301048278809,-1.2419586181640625,-1.7617297172546387,-2.775742769241333,-3.184295892715454,-3.324284553527832,-2.942976474761963,-47.0,-26.0
-3.0771586894989014,-2.8110151290893555,-2.9004716873168945,-2.416544198989868,-1.3464277982711792,-0.9507672786712646,-1.3629897832870483,-1.839332103729248,-2.871286630630493,-3.2619733810424805,-3.4165050983428955,-3.0158333778381348,-47.0,-25.75
-2.9141860008239746,-2.421757459640503,-2.2390928268432617,-1.0288251638412476,0.18371976912021637,0.9766067266464233,0.41748273372650146,-0.5484794974327087,-1.7580485343933105,-2.349297046661377,-2.4834954738616943,-2.423649787902832,-46.75,-29.0
-2.9308433532714844,-2.41640567779541,-2.2418951988220215,-1.0959577560424805,0.13150201737880707,0.8983384370803833,0.3292095363140106,-0.5980128645896912,-1.7886886596679688,-2.381877899169922,-2.5369789600372314,-2.4326658248901367,-46.75,-28.75
-2.9267752170562744,-2.4044690132141113,-2.232164144515991,-1.1622589826583862,0.06756839901208878,0.8120237588882446,0.23362332582473755,-0.6616198420524597,-1.8273955583572388,-2.415647506713867,-2.5794260501861572,-2.4346566200256348,-46.75,-28.5
-2.8980185985565186,-2.386826753616333,-2.2229666709899902,-1.2254499197006226,-0.005663588177412748,0.7176686525344849,0.12799476087093353,-0.7265337705612183,-1.8604813814163208,-2.444992780685425,-2.5993969440460205,-2.4280378818511963,-46.75,-28.25
-2.900486469268799,-2.405479669570923,-2.2505576610565186,-1.3131784200668335,-0.09966640174388885,0.5905685424804688,-0.0012488565407693386,-0.8203009366989136,-1.9304734468460083,-2.507694959640503,-2.6501712799072266,-2.4598703384399414,-46.75,-28.0
-2.9315624237060547,-2.462067127227783,-2.315896987915039,-1.413802981376648,-0.21113187074661255,0.4427098035812378,-0.15418270230293274,-0.9418807625770569,-2.042039394378662,-2.6048943996429443,-2.738832473754883,-2.523038148880005,-46.75,-27.75
-2.93581485748291,-2.503615379333496,-2.3683218955993652,-1.515106439590454,-0.33039435744285583,0.28200167417526245,-0.3177310824394226,-1.07277512550354,-2.1625266075134277,-2.689044713973999,-2.812434196472168,-2.551513910293579,-46.75,-27.5
-2.9592130184173584,-2.5680723190307617,-2.4381942749023438,-1.6306509971618652,-0.45016375184059143,0.11005059629678726,-0.4888741075992584,-1.208744764328003,-2.2836966514587402,-2.779397487640381,-2.8975791931152344,-2.597930908203125,-46.75,-27.25
-3.0101077556610107,-2.6542460918426514,-2.53582763671875,-1.7725478410720825,-0.5921985507011414,-0.08005836606025696,-0.6711068749427795,-1.352339744567871,-2.411863327026367,-2.885755777359009,-3.0025289058685303,-2.67242431640625,-46.75,-27.0
-3.065931558609009,-2.737281560897827,-2.644016981124878,-1.9229118824005127,-0.7468463778495789,-0.2717708647251129,-0.8508040308952332,-1.503301739692688,-2.5428736209869385,-3.0038022994995117,-3.1142303943634033,-2.7581708431243896,-46.75,-26.75
-3.099180221557617,-2.7909092903137207,-2.736523151397705,-2.0663979053497314,-0.911815881729126,-0.46621331572532654,-1.0229055881500244,-1.652358889579773,-2.6653668880462646,-3.110100269317627,-3.204939365386963,-2.832324266433716,-46.75,-26.5
-3.1316471099853516,-2.837850332260132,-2.818101406097412,-2.2036352157592773,-1.0715731382369995,-0.6683660745620728,-1.1950602531433105,-1.8043105602264404,-2.796816349029541,-3.214948892593384,-3.2980332374572754,-2.9103927612304688,-46.75,-26.25
-3.1671645641326904,-2.8862900733947754,-2.9162096977233887,-2.3558220863342285,-1.2338013648986816,-0.8508135676383972,-1.3492780923843384,-1.9406659603118896,-2.950120210647583,-3.3430726528167725,-3.4264445304870605,-3.013615369796753,-46.75,-26.0
-3.1486873626708984,-2.8867483139038086,-2.9615352153778076,-2.4659831523895264,-1.3649271726608276,-1.0087871551513672,-1.4697805643081665,-2.017807960510254,-3.0314953327178955,-3.3995532989501953,-3.490222930908203,-3.062561273574829,-46.75,-25.75
-3.1212217807769775,-2.8623833656311035,-2.9886951446533203,-2.5748462677001953,-1.4926966428756714,-1.152783751487732,-1.5882458686828613,-2.0705957412719727,-3.101949691772461,-3.450772762298584,-3.5439138412475586,-3.0975699424743652,-46.75,-25.5
-2.9460644721984863,-2.453631639480591,-2.2796976566314697,-1.0696386098861694,0.1375821828842163,0.9326716065406799,0.3475218415260315,-0.6282331943511963,-1.847784161567688,-2.419541120529175,-2.5316169261932373,-2.4801039695739746,-46.5,-29.0
-2.956721305847168,-2.458102226257324,-2.2791929244995117,-1.14382004737854,0.08126817643642426,0.8441725373268127,0.24586664140224457,-0.6954554915428162,-1.8958361148834229,-2.4611434936523438,-2.5935556888580322,-2.496670961380005,-46.5,-28.75
-2.9468321800231934,-2.4426021575927734,-2.265529155731201,-1.2130122184753418,0.008054174482822418,0.7425122261047363,0.13136409223079681,-0.7764419317245483,-1.9455896615982056,-2.4966681003570557,-2.6349422931671143,-2.493393659591675,-46.5,-28.5
-2.9500315189361572,-2.4515345096588135,-2.2810661792755127,-1.2999730110168457,-0.08349550515413284,0.6297533512115479,0.0031146493274718523,-0.8750126361846924,-2.012441396713257,-2.5577664375305176,-2.689065933227539,-2.513589859008789,-46.5,-28.25
-2.971736431121826,-2.4882402420043945,-2.3201825618743896,-1.3944871425628662,-0.18673008680343628,0.4962542653083801,-0.13574719429016113,-0.9895911812782288,-2.0984747409820557,-2.638699769973755,-2.7562036514282227,-2.55497670173645,-46.5,-28.0
-2.9804906845092773,-2.5280399322509766,-2.3745617866516113,-1.4951552152633667,-0.3083204925060272,0.34179505705833435,-0.2964420020580292,-1.1206486225128174,-2.211531400680542,-2.7294740676879883,-2.826981544494629,-2.589362382888794,-46.5,-27.75
-3.0089914798736572,-2.590876579284668,-2.4395065307617188,-1.5991379022598267,-0.4227212965488434,0.1819179356098175,-0.4618009924888611,-1.2616099119186401,-2.3379218578338623,-2.8270208835601807,-2.9164514541625977,-2.6359477043151855,-46.5,-27.5
-3.051025390625,-2.6704232692718506,-2.5211870670318604,-1.7177114486694336,-0.5365928411483765,0.015668392181396484,-0.6315922141075134,-1.4045792818069458,-2.4679064750671387,-2.9332993030548096,-3.016852617263794,-2.698645830154419,-46.5,-27.25
-3.0981223583221436,-2.7500383853912354,-2.610546827316284,-1.844718098640442,-0.661966860294342,-0.1607481837272644,-0.805757999420166,-1.5432175397872925,-2.5862104892730713,-3.033264398574829,-3.1124584674835205,-2.7662546634674072,-46.5,-27.0
-3.1379051208496094,-2.8174734115600586,-2.702761173248291,-1.9793463945388794,-0.8039038777351379,-0.3450509309768677,-0.9801203012466431,-1.6864287853240967,-2.7018563747406006,-3.1340999603271484,-3.2064332962036133,-2.8335888385772705,-46.5,-26.75
-3.1682887077331543,-2.8698689937591553,-2.7948145866394043,-2.1221041679382324,-0.95258629322052,-0.5285554528236389,-1.1445285081863403,-1.8384169340133667,-2.8305552005767822,-3.2498440742492676,-3.305741548538208,-2.9023325443267822,-46.5,-26.5
-3.1883325576782227,-2.9085206985473633,-2.860521078109741,-2.2418065071105957,-1.0861495733261108,-0.7045798897743225,-1.285002589225769,-1.9633688926696777,-2.940582513809204,-3.3367056846618652,-3.3799827098846436,-2.9605555534362793,-46.5,-26.25
-3.1867456436157227,-2.933534860610962,-2.9326534271240234,-2.3739287853240967,-1.240419864654541,-0.8976218104362488,-1.4409785270690918,-2.0853047370910645,-3.057565212249756,-3.413409948348999,-3.4436163902282715,-3.00589656829834,-46.5,-26.0
-3.209538698196411,-2.975618362426758,-3.0218260288238525,-2.5216825008392334,-1.392884612083435,-1.0813889503479004,-1.585302710533142,-2.186429262161255,-3.1716623306274414,-3.509310245513916,-3.5394442081451416,-3.088008403778076,-46.5,-25.75
-3.1599462032318115,-2.9332454204559326,-3.0267841815948486,-2.611948013305664,-1.5028020143508911,-1.2157539129257202,-1.6930526494979858,-2.2303667068481445,-3.2228996753692627,-3.5338149070739746,-3.557976722717285,-3.0977187156677246,-46.5,-25.5
-2.9478728771209717,-2.4651646614074707,-2.303833484649658,-1.1033337116241455,0.08647893369197845,0.8825041055679321,0.2637173533439636,-0.7113358378410339,-1.9353413581848145,-2.473334789276123,-2.5457677841186523,-2.492098808288574,-46.25,-29.0
-2.9736719131469727,-2.488548517227173,-2.3178200721740723,-1.1948602199554443,0.01966259814798832,0.7856734991073608,0.15336589515209198,-0.7926482558250427,-2.000981569290161,-2.5373451709747314,-2.6256895065307617,-2.529291868209839,-46.25,-28.75
-2.9965689182281494,-2.507322072982788,-2.3302321434020996,-1.2790411710739136,-0.04962913691997528,0.6909715533256531,0.0500059500336647,-0.8797656297683716,-2.070787191390991,-2.596649169921875,-2.704362630844116,-2.56435227394104,-46.25,-28.5
-3.0285565853118896,-2.542879104614258,-2.3696582317352295,-1.3848862648010254,-0.1506364494562149,0.5715664625167847,-0.0817357748746872,-0.9906463027000427,-2.1580395698547363,-2.678565263748169,-2.7956061363220215,-2.6135036945343018,-46.25,-28.25
-3.054814100265503,-2.5876619815826416,-2.4057528972625732,-1.4803062677383423,-0.2603171169757843,0.4212505519390106,-0.24458275735378265,-1.126308560371399,-2.244234561920166,-2.75606107711792,-2.870220899581909,-2.6538679599761963,-46.25,-28.0
-3.0570058822631836,-2.625178575515747,-2.451244831085205,-1.574114441871643,-0.36845138669013977,0.2695225179195404,-0.4063933789730072,-1.2652629613876343,-2.3537395000457764,-2.8462374210357666,-2.9383580684661865,-2.6778817176818848,-46.25,-27.75
-3.0716378688812256,-2.6763806343078613,-2.503471851348877,-1.6622077226638794,-0.46493270993232727,0.1295643150806427,-0.5480701327323914,-1.3876440525054932,-2.4549503326416016,-2.9285898208618164,-3.004096269607544,-2.708327293395996,-46.25,-27.5
-3.1017026901245117,-2.74603533744812,-2.5790584087371826,-1.77855384349823,-0.581876814365387,-0.03259747102856636,-0.7166124582290649,-1.5325946807861328,-2.5801522731781006,-3.031857490539551,-3.0940587520599365,-2.7596051692962646,-46.25,-27.25
-3.1483757495880127,-2.823282241821289,-2.6702558994293213,-1.9130874872207642,-0.7202317118644714,-0.21401254832744598,-0.9055124521255493,-1.6931294202804565,-2.712322950363159,-3.144421100616455,-3.1968753337860107,-2.828585386276245,-46.25,-27.0
-3.19823956489563,-2.8969473838806152,-2.766167163848877,-2.0509023666381836,-0.8641406297683716,-0.40292271971702576,-1.0884519815444946,-1.8486220836639404,-2.8381192684173584,-3.253190279006958,-3.3005175590515137,-2.904637098312378,-46.25,-26.75
-3.2266829013824463,-2.9508016109466553,-2.8483211994171143,-2.180891990661621,-0.9988552927970886,-0.5911725759506226,-1.2529007196426392,-1.9998613595962524,-2.9615237712860107,-3.3531579971313477,-3.3863370418548584,-2.9606778621673584,-46.25,-26.5
-3.2446250915527344,-2.992844820022583,-2.911841869354248,-2.291297197341919,-1.1206024885177612,-0.7663046717643738,-1.3843830823898315,-2.1179840564727783,-3.066223382949829,-3.4301931858062744,-3.451181650161743,-3.007969379425049,-46.25,-26.25
-3.238368034362793,-3.014854669570923,-2.973196029663086,-2.4008796215057373,-1.2529759407043457,-0.960692822933197,-1.535253643989563,-2.2358713150024414,-3.1653175354003906,-3.486877918243408,-3.4878196716308594,-3.0327134132385254,-46.25,-26.0
-3.280407428741455,-3.069500684738159,-3.071464776992798,-2.557095527648926,-1.398276448249817,-1.1368799209594727,-1.6783138513565063,-2.340235948562622,-3.3010993003845215,-3.6037120819091797,-3.5993995666503906,-3.12715744972229,-46.25,-25.75
-3.2430899143218994,-3.040367603302002,-3.0889220237731934,-2.6559860706329346,-1.510474681854248,-1.2720519304275513,-1.7848751544952393,-2.3885879516601562,-3.363408088684082,-3.643170118331909,-3.6304867267608643,-3.1489481925964355,-46.25,-25.5
-3.219156503677368,-3.008091688156128,-3.081968307495117,-2.730874538421631,-1.61831533908844,-1.4089577198028564,-1.9011036157608032,-2.4350006580352783,-3.3987114429473877,-3.6640169620513916,-3.64852237701416,-3.1787593364715576,-46.25,-25.25
-2.9769957065582275,-2.486501693725586,-2.342803955078125,-1.1362159252166748,0.054242562502622604,0.8488735556602478,0.2090327888727188,-0.7692622542381287,-2.005314826965332,-2.522801160812378,-2.5710806846618652,-2.5167431831359863,-46.0,-29.0
-3.00295090675354,-2.5142505168914795,-2.358267307281494,-1.229397177696228,-0.01738772541284561,0.7493292689323425,0.09320875257253647,-0.8573579788208008,-2.0800490379333496,-2.5962467193603516,-2.6536457538604736,-2.556534767150879,-46.0,-28.75
-3.0081210136413574,-2.533644199371338,-2.3588507175445557,-1.3088229894638062,-0.0887470617890358,0.6373074650764465,-0.025524038821458817,-0.9605469107627869,-2.1533522605895996,-2.652043104171753,-2.7234461307525635,-2.5827279090881348,-46.0,-28.5
-3.022681474685669,-2.558471441268921,-2.3872931003570557,-1.4117677211761475,-0.1933644711971283,0.4994559586048126,-0.1746513694524765,-1.0945369005203247,-2.251108169555664,-2.7348968982696533,-2.811084032058716,-2.6176984310150146,-46.0,-28.25
-3.0653631687164307,-2.617283821105957,-2.4374735355377197,-1.5119132995605469,-0.303152859210968,0.35648036003112793,-0.32908493280410767,-1.2304866313934326,-2.33384108543396,-2.81520414352417,-2.9007270336151123,-2.667802572250366,-46.0,-28.0
-3.1000123023986816,-2.686999559402466,-2.5083274841308594,-1.6297194957733154,-0.4208696484565735,0.20204852521419525,-0.493805468082428,-1.3847291469573975,-2.4567384719848633,-2.926759719848633,-3.0001142024993896,-2.7233657836914062,-46.0,-27.75
-3.128615617752075,-2.753170967102051,-2.572125196456909,-1.7337318658828735,-0.5284566283226013,0.05243213102221489,-0.6465924382209778,-1.5223013162612915,-2.5677695274353027,-3.0224478244781494,-3.079817295074463,-2.770113945007324,-46.0,-27.5
