;janV;janU;fevV;fevU;marV;marU;abrV;abrU;maiV;maiU;junV;junU;julV;julU;agoV;agoU;steV;steU;outV;outU;novV;novU;dezV;dezU;longitude;latitude
10;-0.17356881499290466;-0.4019901752471924;-0.742620587348938;-0.3701099455356598;-0.13450510799884796;-0.4272990524768829;0.690918505191803;-0.5222547054290771;0.005114986095577478;-0.5102092027664185;-0.38443464040756226;-0.4730668663978577;-0.12765537202358246;-0.5081559419631958;-0.2043224275112152;-0.7433263063430786;-0.2855854332447052;-0.6333364248275757;0.4270251393318176;-0.7824306488037109;0.12160522490739822;-0.4475921094417572;-0.5081015825271606;-0.1379544883966446;-47.5;-22.0
11;-0.3280774652957916;-0.33703944087028503;-0.8595284819602966;-0.3572037220001221;-0.29900556802749634;-0.3545779287815094;0.4692452847957611;-0.4093416035175324;-0.1812143176794052;-0.4853693544864655;-0.5335541367530823;-0.5211217403411865;-0.3275225758552551;-0.5091407299041748;-0.36815014481544495;-0.7424365878105164;-0.4577209949493408;-0.6200699210166931;0.1734827309846878;-0.6931771636009216;-0.06698500365018845;-0.33689290285110474;-0.6398982405662537;-0.05787447467446327;-47.25;-22.0
12;-0.47068655490875244;-0.4532850384712219;-0.8963193297386169;-0.4858753085136414;-0.4583693742752075;-0.4693272113800049;0.1510443389415741;-0.5232821702957153;-0.397603839635849;-0.6580976247787476;-0.6847395300865173;-0.7614282965660095;-0.5659489631652832;-0.7286828756332397;-0.5319800972938538;-0.9533039331436156;-0.6424950361251831;-0.7880162000656128;-0.13784880936145782;-0.8295215368270874;-0.29429909586906433;-0.4096388816833496;-0.7387869954109192;-0.10722492635250093;-47.0;-22.0
13;-0.5660685896873474;-0.6406345367431641;-0.8804343938827515;-0.6531816720962524;-0.5869112014770508;-0.6809722781181335;-0.14101122319698334;-0.6872848272323608;-0.5430936217308044;-0.7809119224548341;-0.7946001887321472;-0.9138196110725404;-0.7327491044998169;-0.8693476319313049;-0.642978847026825;-1.1119078397750854;-0.7742030024528503;-0.9228892922401428;-0.41459277272224426;-1.0674819946289062;-0.5040774345397949;-0.6182230114936829;-0.7918605208396912;-0.25639647245407104;-46.75;-22.0
14;-0.7211134433746338;-0.8364377021789551;-0.9571558833122253;-0.8500886559486389;-0.7669422626495361;-0.9550808072090148;-0.3943749666213989;-0.8380556106567383;-0.661696195602417;-0.8383280634880066;-0.9179130792617798;-0.9914101362228394;-0.8518428206443787;-0.926704168319702;-0.7857535481452942;-1.16216242313385;-0.8983027338981628;-0.9868854880332948;-0.698616623878479;-1.2804161310195925;-0.7227379679679871;-0.8611224889755249;-0.8676978349685669;-0.4833286702632904;-46.5;-22.0
15;-0.7476677298545837;-0.7909668684005737;-0.9439152479171753;-0.7832756042480469;-0.7505291104316711;-0.9157292246818542;-0.4122799038887024;-0.7534101009368896;-0.6541293859481812;-0.5786224603652954;-0.9207878112792969;-0.6332831382751465;-0.8227673768997192;-0.544822096824646;-0.8570190072059631;-0.8016639351844788;-0.9344271421432495;-0.7233692407608032;-0.7042889595031738;-1.1762632131576538;-0.7417418360710144;-0.8193835020065308;-0.8906463384628296;-0.4843302965164185;-46.25;-22.0
16;-0.6752851009368896;-0.5467935800552368;-0.8683631420135498;-0.6028890609741211;-0.654643177986145;-0.6973026394844055;-0.2856363356113434;-0.5272074937820435;-0.5366182923316956;-0.3266130089759827;-0.7755498290061951;-0.3226776719093323;-0.6734235286712646;-0.2565683424472809;-0.6873841881752014;-0.4450030028820038;-0.8204613327980042;-0.5099515914916992;-0.5579032897949219;-0.9234259724617004;-0.6587392091751099;-0.6407318115234375;-0.8771352171897888;-0.3800755441188812;-46.0;-22.0
17;-0.6431707739830017;-0.4580447375774384;-0.8342808485031128;-0.5936566591262817;-0.5789003372192383;-0.6370735168457031;-0.16197484731674194;-0.4297519326210022;-0.3688575029373169;-0.4198232293128967;-0.5737149715423584;-0.5482937693595886;-0.4716136157512665;-0.4688518345355988;-0.47919583320617676;-0.5705745816230774;-0.6532338857650757;-0.6161593198776245;-0.4375884234905243;-0.8768934011459351;-0.6066389679908752;-0.5715650320053101;-0.876271665096283;-0.3449996113777161;-45.75;-22.0
18;-0.627040684223175;-0.5405325293540955;-0.7805907130241394;-0.7066835761070251;-0.5086535215377808;-0.6910249590873718;-0.14237761497497559;-0.4890938699245453;-0.30353277921676636;-0.5526864528656006;-0.46821340918540955;-0.753728985786438;-0.39863988757133484;-0.6774666905403137;-0.39952176809310913;-0.7825655341148376;-0.5839744806289673;-0.7793290019035339;-0.4007743000984192;-0.9886753559112548;-0.5820976495742798;-0.6423303484916687;-0.8640043139457703;-0.38139352202415466;-45.5;-22.0
19;-0.5291573405265808;-0.5175159573554993;-0.6850278973579407;-0.6700055599212646;-0.3544129431247711;-0.6258358955383301;-0.046889062970876694;-0.4665189385414124;-0.17089349031448364;-0.4999441206455231;-0.26399073004722595;-0.6613409519195557;-0.256254643201828;-0.6391634345054626;-0.24369849264621735;-0.7573272585868835;-0.47522732615470886;-0.7317900657653809;-0.30822816491127014;-0.9231011271476746;-0.48243069648742676;-0.5987123847007751;-0.7605353593826294;-0.3213200569152832;-45.25;-22.0
20;-0.40651246905326843;-0.4330697953701019;-0.5952305793762207;-0.5716183185577393;-0.20970278978347778;-0.56327885389328;0.07751437276601791;-0.4560614228248596;-0.07966802269220352;-0.4878425598144531;-0.14528755843639374;-0.6178614497184753;-0.1718057245016098;-0.637934148311615;-0.15517383813858032;-0.7229910492897034;-0.3874098062515259;-0.6750670075416565;-0.18962131440639496;-0.8321855664253235;-0.35454705357551575;-0.5591607093811035;-0.5919647812843323;-0.2215645015239716;-45.0;-22.0
21;-0.308956503868103;-0.4976603090763092;-0.54007488489151;-0.5584601163864136;-0.13684815168380737;-0.5509211421012878;0.13823072612285614;-0.5932965874671936;-0.017634591087698936;-0.3766305148601532;-0.0927324965596199;-0.372861385345459;-0.13786621391773224;-0.4324009418487549;-0.08213234692811966;-0.6308488845825195;-0.31265440583229065;-0.5391862392425537;-0.11458706855773926;-0.9108803272247314;-0.26499393582344055;-0.6059578657150269;-0.4998519718647003;-0.07406052201986313;-44.75;-22.0
22;-0.3473547697067261;-0.22031256556510925;-0.6729704737663269;-0.18184635043144226;-0.1616731882095337;-0.2919570207595825;0.23804031312465668;-0.5642354488372803;-0.17052099108695984;-0.14280976355075836;-0.3740263283252716;0.057588260620832436;-0.40310171246528625;0.02733562141656876;-0.30598756670951843;-0.25020864605903625;-0.48196521401405334;-0.1981535404920578;-0.11714806407690048;-0.6871350407600403;-0.2121812403202057;-0.4821009635925293;-0.5643237829208374;0.09356403350830078;-44.5;-22.0
23;-0.4385843575000763;-0.10198171436786653;-0.8739949464797974;-0.09905338287353516;-0.24428722262382507;-0.16497451066970825;0.3212510347366333;-0.4518154263496399;-0.3138209283351898;-0.12258916348218918;-0.6452430486679077;0.018670083954930302;-0.6415873765945435;-0.029913032427430156;-0.5472865700721741;-0.30325689911842346;-0.6790302395820618;-0.2346370965242386;-0.1552937775850296;-0.6143712401390076;-0.24216793477535248;-0.401145339012146;-0.6532703638076782;0.16475002467632294;-44.25;-22.0
24;-0.4775262176990509;-0.21612299978733066;-0.9604889154434204;-0.3457580208778381;-0.2533356249332428;-0.2038595974445343;0.3390238583087921;-0.3597473502159119;-0.3077956438064575;-0.14831724762916565;-0.6421387791633606;-0.14614517986774445;-0.6097349524497986;-0.1834634393453598;-0.6015430688858032;-0.4589529931545258;-0.6586653590202332;-0.4172897338867188;-0.16358821094036102;-0.682007372379303;-0.24129344522953033;-0.4459266662597656;-0.622678279876709;0.025213148444890976;-44.0;-22.0
25;-0.5935149788856506;-0.3288087844848633;-1.074574589729309;-0.5784056186676025;-0.29489317536354065;-0.2086729258298874;0.2937205731868744;-0.20331408083438876;-0.31440144777297974;-0.09386974573135376;-0.6326016187667847;-0.22214537858963013;-0.6038968563079834;-0.23673461377620694;-0.658940851688385;-0.4976131916046143;-0.681167721748352;-0.5158452987670898;-0.25012722611427307;-0.6659126877784729;-0.296767920255661;-0.4390410482883453;-0.6365965008735657;-0.1316584050655365;-43.75;-22.0
26;-0.8239898085594177;-0.5533856153488159;-1.3022745847702026;-0.8655211329460144;-0.40772363543510437;-0.3507229685783386;0.2024654597043991;-0.1923922449350357;-0.34905093908309937;-0.2830762565135956;-0.6897174715995789;-0.5493613481521606;-0.6753252744674683;-0.5597412586212158;-0.7589719295501709;-0.7841816544532776;-0.8333005905151367;-0.8208250403404236;-0.42385438084602356;-0.7807917594909668;-0.4376532733440399;-0.5348982214927673;-0.7548241019248962;-0.3807807564735413;-43.5;-22.0
27;-0.9482941031455994;-0.647903561592102;-1.3173589706420898;-0.9655415415763856;-0.5232710838317871;-0.4232537746429443;0.03216015547513962;-0.1958444863557816;-0.3257293403148651;-0.452903538942337;-0.6325410604476929;-0.749972939491272;-0.6167383790016174;-0.7340028285980225;-0.7215825319290161;-0.9701110124588012;-0.8329028487205505;-0.9493849277496338;-0.5771765112876892;-0.8208039999008179;-0.5781482458114624;-0.5916056036949158;-0.8492782711982727;-0.497005045413971;-43.25;-22.0
28;-0.8577462434768677;-0.5601463913917542;-1.1227450370788574;-0.8834368586540222;-0.4832627475261688;-0.4504287838935852;-0.0352657213807106;-0.22307592630386355;-0.2175915688276291;-0.440591961145401;-0.45165812969207764;-0.6921668648719788;-0.40597793459892273;-0.6746665239334106;-0.5130177736282349;-0.8841419816017151;-0.6473732590675354;-0.846710205078125;-0.575874388217926;-0.7959322333335876;-0.5975637435913086;-0.619193971157074;-0.8262413740158081;-0.5260351300239563;-43.0;-22.0
29;-0.7041038870811462;-0.2541400194168091;-0.9111745953559875;-0.5504269599914551;-0.38070911169052124;-0.2665169537067413;-0.036206264048814774;-0.1215473935008049;-0.13880454003810883;-0.1772230863571167;-0.2836385667324066;-0.3112116754055023;-0.24289114773273468;-0.32824942469596863;-0.34445351362228394;-0.5034645795822144;-0.4648154675960541;-0.4575953483581543;-0.4732641875743866;-0.5738344788551331;-0.5085129737854004;-0.4080217480659485;-0.7585495710372925;-0.2326775044202805;-42.75;-22.0
30;-0.5791594386100769;-0.14327968657016754;-0.7517459392547607;-0.3606972396373749;-0.20698226988315582;-0.17453688383102414;0.07102522999048233;-0.12919823825359344;-0.0018488342175260186;-0.07983072847127914;-0.09333638846874237;-0.11894404143095015;-0.08166804164648056;-0.14837710559368136;-0.15428867936134338;-0.3440529108047485;-0.30824893712997437;-0.28655630350112915;-0.2939052879810333;-0.5314839482307434;-0.3461083471775055;-0.3699498772621155;-0.640468180179596;-0.10240940749645233;-42.5;-22.0
31;-0.5377062559127808;-0.15603801608085632;-0.707626223564148;-0.31085360050201416;-0.05902833864092827;-0.16482490301132202;0.26382264494895935;-0.1969657838344574;0.04305361211299896;-0.03871900960803032;-0.13004881143569946;0.02457265928387642;-0.12131715565919876;-0.02811097539961338;-0.15832170844078064;-0.27239519357681274;-0.335752934217453;-0.2005244344472885;-0.14265118539333344;-0.5683534741401672;-0.18394795060157776;-0.4042605459690094;-0.586566150188446;-0.061569899320602424;-42.25;-22.0
32;-0.5542388558387756;-0.2869081795215607;-0.763237714767456;-0.41393807530403137;0.0033066782634705305;-0.2102881669998169;0.4350765645503998;-0.21743229031562805;0.0437396876513958;-0.04819967970252037;-0.24596284329891205;0.06012723222374916;-0.20722579956054688;-0.04156825318932533;-0.2478552609682083;-0.2929872572422028;-0.4005347788333893;-0.26266080141067505;-0.05501149222254753;-0.5948624014854431;-0.06820569932460785;-0.4568800628185272;-0.5491573810577393;-0.108598031103611;-42.0;-22.0
33;-0.7817816734313965;-0.847428023815155;-1.0149441957473755;-0.9779259562492372;0.017763696610927582;-0.390869140625;0.5508618950843811;-0.0954512357711792;0.07017184048891068;-0.05229588970541954;-0.29872140288352966;-0.04859544336795807;-0.23115603625774384;-0.18137164413928986;-0.3589083254337311;-0.4475933611392975;-0.5201537609100342;-0.6635905504226685;-0.10282838344573975;-0.8241947293281555;-0.046062078326940536;-0.6907850503921509;-0.5455024838447571;-0.4837683737277985;-41.75;-22.0
34;-1.570471167564392;-1.7827824354171753;-1.807967185974121;-1.910552740097046;-0.16564074158668518;-0.7622614502906799;0.7075157165527344;0.038080062717199326;0.08942598849534988;-0.03548003360629082;-0.4683988690376282;-0.2713196575641632;-0.37098705768585205;-0.37945902347564703;-0.6083695888519287;-0.8204398155212402;-1.0134549140930176;-1.3589135408401491;-0.3957196772098541;-1.4153014421463013;-0.24514418840408325;-1.153052806854248;-0.9958862662315369;-1.233572483062744;-41.5;-22.0
35;-2.636469602584839;-2.9107253551483154;-2.6805508136749268;-2.9111921787261963;-0.6631349325180054;-1.5145262479782104;0.7216445803642273;-0.27473413944244385;-0.020685434341430664;-0.4423109889030457;-0.7561471462249756;-0.8536921739578247;-0.6721596121788025;-0.903697669506073;-1.016709804534912;-1.5474845170974731;-1.792812466621399;-2.230414867401123;-1.000739574432373;-2.2553656101226807;-0.7252641320228577;-1.8703092336654663;-1.861814260482788;-2.183298110961914;-41.25;-22.0
36;-3.8741462230682373;-3.91998291015625;-3.702638626098633;-3.744628190994263;-1.3791205883026123;-2.3284709453582764;0.8127198815345764;-0.9259826540946959;-0.22681482136249542;-1.170973539352417;-1.2511357069015503;-1.735596776008606;-1.1749085187911987;-1.7293734550476074;-1.7170727252960205;-2.545412540435791;-2.8436636924743652;-3.1935667991638184;-1.8142788410186768;-3.235785484313965;-1.4144079685211182;-2.7483227252960205;-3.01163649559021;-3.15238618850708;-41.0;-22.0
37;-4.74893045425415;-4.298200130462647;-4.426627159118652;-4.040447235107422;-1.957140564918518;-2.7361762523651123;0.9366064071655273;-1.3024672269821167;-0.3677709698677063;-1.6561720371246338;-1.6245405673980713;-2.343332290649414;-1.5742824077606201;-2.2683472633361816;-2.2319176197052;-3.13313627243042;-3.6477017402648926;-3.7073814868927;-2.4676384925842285;-3.7564175128936768;-2.014169692993164;-3.221158742904663;-3.88075590133667;-3.615067005157471;-40.75;-22.0
38;-4.9468488693237305;-3.9867954254150386;-4.630435943603516;-3.791131258010864;-2.2701542377471924;-2.704956293106079;0.9854989647865295;-1.3889355659484863;-0.4303662180900574;-1.777754545211792;-1.7532455921173096;-2.499286651611328;-1.7571852207183838;-2.3682165145874023;-2.3820488452911377;-3.1415500640869136;-3.9520905017852783;-3.607184410095215;-2.7586777210235596;-3.666014194488525;-2.3595004081726074;-3.170727252960205;-4.2320876121521;-3.4342448711395264;-40.5;-22.0
39;-5.1455278396606445;-3.823609352111816;-4.8733954429626465;-3.747981548309326;-2.606602430343628;-2.7991342544555664;0.9855448603630066;-1.492139220237732;-0.47909048199653625;-1.871321439743042;-1.8629964590072632;-2.641392469406128;-1.9258016347885132;-2.414052963256836;-2.514054298400879;-3.1216132640838623;-4.216060161590576;-3.5060608386993413;-3.0272867679595947;-3.5738210678100586;-2.7063276767730713;-3.1300809383392334;-4.618134021759033;-3.266951322555542;-40.25;-22.0
40;-5.462258815765381;-3.840811491012573;-5.143592357635498;-3.799510717391968;-2.8863685131073;-2.898972272872925;1.049049973487854;-1.6107896566390991;-0.4904005527496338;-2.003922700881958;-2.0051190853118896;-2.8186516761779785;-2.133397340774536;-2.528956651687622;-2.6889562606811523;-3.1819581985473637;-4.493271350860596;-3.5182569026947017;-3.2761659622192383;-3.573652982711792;-3.0409464836120605;-3.182875633239746;-5.117855548858643;-3.246291399002075;-40.0;-22.0
41;-0.10750579088926315;-1.0629280805587769;-0.5796710252761841;-0.9235184192657472;-0.12914760410785675;-1.2448352575302124;0.6074494123458862;-1.476622462272644;0.2100294977426529;-1.2591469287872314;-0.1756579577922821;-1.2924693822860718;-0.0028687934391200542;-1.3890231847763062;0.014305993914604187;-1.4701956510543823;-0.07316668331623077;-1.2951637506484983;0.5024784207344055;-1.64765202999115;0.09219935536384583;-1.4084473848342896;-0.5136260390281677;-0.9317012429237366;-50.0;-22.25
42;-0.02851642668247223;-1.0548471212387085;-0.5220354795455933;-0.9132708311080932;-0.09712693095207214;-1.278284788131714;0.6548075079917908;-1.5006552934646606;0.22155745327472687;-1.2746907472610474;-0.17457087337970734;-1.2829606533050537;-0.0022616309579461813;-1.3888651132583618;0.05761941149830818;-1.4466748237609863;-0.03264489024877548;-1.297432541847229;0.5272616744041443;-1.645944356918335;0.1565893292427063;-1.4105607271194458;-0.454819917678833;-0.9206978678703308;-49.75;-22.25
43;0.02607424557209015;-1.056833028793335;-0.4847440719604492;-0.8922895789146423;-0.03191698342561722;-1.3004367351531982;0.7499951720237732;-1.4896003007888794;0.3120536506175995;-1.2464027404785156;-0.0885479599237442;-1.2361316680908203;0.10548997670412064;-1.333014726638794;0.18124911189079285;-1.3666925430297852;0.049544185400009155;-1.2458585500717163;0.6141838431358337;-1.6188374757766724;0.24348807334899902;-1.4104471206665041;-0.40804043412208557;-0.9524373412132264;-49.5;-22.25
44;0.10509584099054337;-1.0320054292678833;-0.4132404923439026;-0.8622979521751404;0.08740454167127609;-1.2852637767791748;0.88279128074646;-1.486482858657837;0.43661633133888245;-1.2498120069503784;0.05855552852153778;-1.2286694049835205;0.2646956443786621;-1.3296257257461548;0.3321867883205414;-1.342373967170715;0.18502818048000336;-1.2244548797607422;0.7619597911834717;-1.6072914600372314;0.3732500672340393;-1.395751714706421;-0.31360292434692383;-0.959480881690979;-49.25;-22.25
45;0.2133043110370636;-1.0108984708786009;-0.3164062798023224;-0.8269340991973877;0.2462976723909378;-1.271411657333374;1.0642130374908447;-1.5214052200317385;0.6001276969909668;-1.2825133800506592;0.2447589635848999;-1.2236366271972656;0.4498891532421112;-1.339208483695984;0.5134262442588806;-1.3524680137634275;0.3396897315979004;-1.2312724590301514;0.9427512288093567;-1.6413404941558838;0.523739218711853;-1.3935469388961792;-0.21588674187660217;-0.93760746717453;-49.0;-22.25
46;0.23819802701473236;-0.9395613074302672;-0.3124099373817444;-0.7594323158264159;0.28594690561294556;-1.1973901987075806;1.1006306409835815;-1.4512107372283936;0.582971453666687;-1.2690904140472412;0.2160140424966812;-1.2002021074295044;0.41598427295684814;-1.3178493976593018;0.46964722871780396;-1.3488216400146484;0.31670692563056946;-1.21515691280365;0.956921398639679;-1.606352925300598;0.5581738948822021;-1.3095515966415403;-0.19413979351520538;-0.8702937960624695;-48.75;-22.25
47;0.2702655494213104;-0.8325223326683044;-0.3103039860725403;-0.6416612267494202;0.30483850836753845;-1.0289187431335451;1.1552118062973022;-1.3285795450210571;0.5410982966423035;-1.1570953130722046;0.16806332767009735;-1.0931313037872314;0.354646772146225;-1.219132661819458;0.42544111609458923;-1.2698274850845337;0.29836517572402954;-1.1415197849273682;0.9798321723937988;-1.5142024755477903;0.6060511469841003;-1.164233922958374;-0.15959098935127258;-0.7213001251220703;-48.5;-22.25
48;0.21569955348968506;-0.8166157603263855;-0.3827733099460602;-0.6176527738571167;0.19901901483535767;-0.9391695261001588;1.0769150257110596;-1.28195059299469;0.407406747341156;-1.1006250381469729;0.009141539223492146;-1.0468285083770752;0.1860765665769577;-1.1817588806152344;0.27849262952804565;-1.2507927417755127;0.1543986052274704;-1.116088628768921;0.8732566237449646;-1.4737313985824585;0.5334320664405823;-1.089932203292847;-0.23628605902194977;-0.6435700058937073;-48.25;-22.25
49;0.07619544863700867;-0.6841486692428589;-0.506950318813324;-0.5296891927719116;0.03077724762260914;-0.7627112865447998;0.8721399307250977;-1.0382565259933472;0.18592701852321625;-0.8692474365234375;-0.23577027022838593;-0.7860094904899597;-0.0706837847828865;-0.9090961217880248;-0.003821390215307474;-1.0369220972061155;-0.06926386058330536;-0.907709777355194;0.6643620729446411;-1.2291597127914429;0.37321731448173523;-0.878840446472168;-0.3603504002094269;-0.4669897854328156;-48.0;-22.25
50;-0.06278948485851288;-0.4249860644340515;-0.6467981338500977;-0.3610629141330719;-0.0735064148902893;-0.4983987212181091;0.7745405435562134;-0.6780487298965454;0.06632369011640549;-0.5731319189071655;-0.3400263786315918;-0.4957155883312225;-0.14319966733455658;-0.5576727390289307;-0.1678219586610794;-0.7440942525863647;-0.2071778029203415;-0.6497553586959839;0.5401901602745056;-0.8686439990997314;0.26497000455856323;-0.5708318948745728;-0.42966318130493164;-0.24846430122852325;-47.75;-22.25
51;-0.1394447237253189;-0.2568995952606201;-0.7200590372085571;-0.2405243217945099;-0.11492270976305008;-0.31021028757095337;0.753713071346283;-0.3803601562976837;0.017737451940774918;-0.3510240912437439;-0.3925001323223114;-0.3081558346748352;-0.16175293922424316;-0.3341648280620575;-0.22107531130313873;-0.5649428963661194;-0.24906989932060242;-0.4761096239089966;0.49155429005622864;-0.6388704776763916;0.21388579905033112;-0.3610521852970123;-0.47566884756088257;-0.08354753255844116;-47.5;-22.25
52;-0.18558654189109802;-0.2927086055278778;-0.7260629534721375;-0.2702728807926178;-0.1318705528974533;-0.3065913915634155;0.7019231915473938;-0.3512558937072754;0.021945517510175705;-0.39117082953453053;-0.35287195444107056;-0.4282265901565552;-0.10995234549045563;-0.4258947372436523;-0.1399116963148117;-0.6801421046257019;-0.2278984934091568;-0.5160014629364014;0.43664756417274475;-0.6458713412284851;0.15878179669380188;-0.30512580275535583;-0.5091511011123657;-0.033854715526103966;-47.25;-22.25
53;-0.3083849847316742;-0.4161475896835327;-0.7435860633850098;-0.3983588516712189;-0.26309701800346375;-0.4240252077579498;0.4157898724079132;-0.4708291292190552;-0.16064219176769257;-0.5631868243217468;-0.46986693143844604;-0.6653442978858948;-0.30402982234954834;-0.6441595554351807;-0.2567266821861267;-0.8917608857154846;-0.3789259195327759;-0.6834338903427124;0.15744714438915253;-0.7903821468353271;-0.04555574059486389;-0.3799079954624176;-0.582697868347168;-0.08281229436397552;-47.0;-22.25
54;-0.4221515357494354;-0.619313657283783;-0.7284170389175415;-0.622437059879303;-0.372755229473114;-0.6682381629943848;0.11071564257144928;-0.6836722493171692;-0.3488426208496094;-0.8183208703994751;-0.566469669342041;-0.9488529562950134;-0.5004653334617615;-0.9103646874427797;-0.38721367716789246;-1.1595131158828735;-0.5538593530654907;-0.9627549648284912;-0.16638560593128204;-1.0646239519119265;-0.2858496904373169;-0.5877910256385803;-0.5753803253173828;-0.25610247254371643;-46.75;-22.25
55;-0.5928943157196045;-0.8532845377922058;-0.8049534559249878;-0.8846400380134583;-0.5752547383308411;-0.965520977973938;-0.20083297789096832;-0.8751596212387085;-0.5401579737663269;-0.9760827422142028;-0.7331570386886597;-1.1508861780166626;-0.6860615015029907;-1.0924553871154783;-0.6047893762588501;-1.3459303379058838;-0.748944103717804;-1.151931881904602;-0.5183987617492676;-1.3416531085968018;-0.5487651228904724;-0.85908442735672;-0.6623408794403076;-0.5095826983451843;-46.5;-22.25
