jan_V,fev_V,mar_V,abr_V,mai_V,jun_V,jul_V,ago_V,ste_V,out_V,nov_V,dez_V,longitude,latitude
-0.9324334263801575,-0.26158058643341064,0.4725226163864136,-0.6744917631149292,-0.01978217624127865,-0.4138451814651489,-1.330154299736023,-1.2823768854141235,-1.0130373239517212,-0.8292176723480225,-0.5309547185897827,-0.9254375100135803,-46.25,-27.25
-0.8705014586448669,-0.18506282567977905,0.5155306458473206,-0.5857571363449097,0.013030672445893288,-0.3749263882637024,-1.2277204990386963,-1.1999036073684692,-0.8624831438064575,-0.7771776914596558,-0.4288732409477234,-0.8534650802612305,-46.25,-27.0
-0.826548159122467,-0.10008204728364944,0.5766368508338928,-0.4818059802055359,0.06379672884941101,-0.3363015055656433,-1.108642578125,-1.066027045249939,-0.7033355832099915,-0.6920745372772217,-0.32408958673477173,-0.7999215126037598,-46.25,-26.75
-0.8442232012748718,-0.0498388409614563,0.5921635627746582,-0.3859933316707611,0.11097215861082077,-0.34491226077079773,-0.997187077999115,-0.8840928673744202,-0.5420070290565491,-0.5913584232330322,-0.23082461953163147,-0.7676033973693848,-46.25,-26.5
-0.8299655914306641,-0.019204139709472656,0.6429071426391602,-0.26651498675346375,0.2055109143257141,-0.32346194982528687,-0.8561215400695801,-0.6715295314788818,-0.3708416521549225,-0.43389344215393066,-0.11566122621297836,-0.6907374858856201,-46.25,-26.25
-0.8514971733093262,-0.07371482253074646,0.6785863041877747,-0.21371233463287354,0.2576983571052551,-0.31602543592453003,-0.7288896441459656,-0.5142995119094849,-0.25693565607070923,-0.31210631132125854,-0.04309217259287834,-0.635834276676178,-46.25,-26.0
-0.8425219058990479,-0.06889553368091583,0.7231277227401733,-0.13832470774650574,0.31987589597702026,-0.20002253353595734,-0.5474221706390381,-0.3611368238925934,-0.09426134079694748,-0.17584723234176636,0.04729120433330536,-0.5616833567619324,-46.25,-25.75
-0.7933019995689392,-0.0535968616604805,0.7407326102256775,-0.06595619022846222,0.3689424991607666,-0.09273937344551086,-0.41662803292274475,-0.2474040538072586,0.044454410672187805,-0.03934125974774361,0.13022156059741974,-0.4870573878288269,-46.25,-25.5
-0.6807603240013123,-0.001746641588397324,0.7648476958274841,-0.013610070571303368,0.4090992212295532,0.0054283225908875465,-0.26960718631744385,-0.12281117588281631,0.16142351925373077,0.0622686930000782,0.21177001297473907,-0.3849763870239258,-46.25,-25.25
-0.9347069263458252,-0.48965275287628174,0.22018422186374664,-0.9680312871932983,0.06723279505968094,-0.5717263221740723,-1.9639211893081665,-1.6783276796340942,-1.870891809463501,-1.1245192289352417,-1.2400130033493042,-1.5196905136108398,-46.0,-29.0
-0.913209080696106,-0.43468722701072693,0.3028751015663147,-0.876604437828064,0.06106137856841087,-0.5465015172958374,-1.9057787656784058,-1.658090353012085,-1.7940857410430908,-1.1425267457962036,-1.1407631635665894,-1.4811331033706665,-46.0,-28.75
-0.919644832611084,-0.3647312819957733,0.373547226190567,-0.8099486231803894,0.0680258646607399,-0.4985159933567047,-1.8263914585113525,-1.6039996147155762,-1.676383137702942,-1.087942123413086,-1.016047477722168,-1.3937835693359375,-46.0,-28.5
-0.958939254283905,-0.3476073443889618,0.4025347828865051,-0.8018760085105896,0.044453006237745285,-0.48375701904296875,-1.7784802913665771,-1.566438913345337,-1.568695068359375,-1.0293186902999878,-0.9209778904914856,-1.316213607788086,-46.0,-28.25
-0.9733877778053284,-0.3457092344760895,0.4291093349456787,-0.7905008792877197,0.03433661907911301,-0.4515960216522217,-1.6792738437652588,-1.5098249912261963,-1.4196163415908813,-0.9517983794212341,-0.8092018961906433,-1.2265337705612183,-46.0,-28.0
-0.9892340302467346,-0.3575325608253479,0.45566949248313904,-0.7624009251594543,0.0010627085575833917,-0.4452782869338989,-1.59076988697052,-1.4513894319534302,-1.2964001893997192,-0.8923720717430115,-0.7123419642448425,-1.1386690139770508,-46.0,-27.75
